id,item_category,amount,num_units,transaction_date
4254,Phones,11.824,2,10/23/2015
4263,Appliances,80.48,1,9/21/2017
4271,Furnishings,692.472,11,11/26/2015
4288,Storage,64.784,1,12/28/2017
4298,Phones,4367.896,13,8/23/2017
4299,Paper,49.568,2,8/23/2017
4300,Appliances,161.376,6,8/23/2017
4301,Furnishings,2.784,2,8/23/2017
4302,Paper,8.72,5,8/23/2017
4319,Furnishings,82.38,6,12/7/2017
4330,Paper,15.552,3,10/3/2017
4331,Appliances,17.92,5,10/3/2017
4334,Accessories,50.88,6,12/21/2015
4335,Envelopes,27.312,2,12/21/2015
4340,Paper,5.184,1,8/27/2017
4342,Storage,544.38,3,12/17/2017
4355,Binders,19.008,8,11/24/2017
4356,Binders,1598.058,7,12/4/2015
4357,Art,36.96,4,12/4/2015
4362,Phones,29.16,3,2/17/2017
4379,Envelopes,17.48,2,11/30/2015
4380,Envelopes,71.88,2,11/30/2015
4422,Art,15.552,3,3/4/2014
4423,Appliances,17.24,2,5/18/2017
4424,Bookcases,302.94,3,5/18/2017
4425,Phones,34.75,5,5/18/2017
4426,Binders,113.94,6,5/18/2017
4427,Phones,55.98,2,5/18/2017
4431,Fasteners,20.0,4,11/3/2016
4432,Art,7.98,3,11/3/2016
4433,Furnishings,24.1,5,11/3/2016
4434,Art,8.75,1,11/3/2016
4435,Tables,842.94,3,11/3/2016
4515,Chairs,290.98,1,10/27/2016
4520,Storage,1347.52,8,6/10/2017
4556,Fasteners,31.56,4,3/23/2015
4557,Storage,27.92,4,3/23/2015
4564,Chairs,419.136,4,9/26/2017
4566,Appliances,45.216,3,12/3/2017
4567,Binders,28.782,6,12/3/2017
4568,Paper,24.448,4,12/3/2017
4579,Binders,113.1,3,6/9/2015
4581,Accessories,239.7,6,7/31/2015
4603,Paper,18.272,1,5/26/2015
4604,Paper,153.728,4,5/26/2015
4605,Envelopes,12.224,2,5/26/2015
4606,Accessories,167.944,7,5/26/2015
4612,Binders,31.36,4,1/24/2016
4613,Art,47.616,3,12/31/2016
4614,Paper,23.48,5,12/31/2016
4623,Supplies,8.832,3,9/9/2017
4624,Paper,177.536,4,9/9/2017
4625,Storage,258.48,2,9/9/2017
4626,Furnishings,14.136,3,9/9/2017
4640,Copiers,1599.92,8,9/11/2016
4641,Envelopes,11.09,1,9/11/2016
4647,Paper,13.62,3,5/30/2014
4664,Labels,3.0,1,9/18/2016
4665,Binders,7.506,9,9/22/2016
4666,Labels,16.56,2,9/22/2016
4683,Phones,863.928,9,12/1/2016
4724,Labels,14.73,3,5/22/2016
4725,Binders,9.888,2,11/11/2016
4726,Appliances,671.544,3,11/11/2016
4752,Phones,40.68,3,12/9/2016
4753,Chairs,209.568,2,11/20/2017
4755,Binders,3.882,2,2/3/2017
4756,Paper,115.296,3,2/3/2017
4769,Paper,25.344,4,6/2/2017
4796,Binders,5.64,3,8/13/2015
4797,Binders,57.582,3,5/14/2016
4798,Paper,31.104,6,5/14/2016
4799,Furnishings,30.192,3,5/14/2016
4800,Phones,43.6,5,5/14/2016
4801,Art,4.768,2,5/14/2016
4802,Binders,10.38,2,5/14/2016
4803,Binders,13.392,8,5/14/2016
4828,Storage,69.52,2,11/1/2014
4829,Art,5.64,3,11/1/2014
4841,Furnishings,27.58,2,11/20/2017
4843,Storage,243.92,5,9/29/2017
4877,Storage,61.568,2,10/3/2014
4878,Art,6.192,3,10/3/2014
4879,Binders,2.214,3,7/29/2016
4880,Envelopes,5.32,2,11/2/2017
4881,Chairs,975.92,4,11/2/2017
4882,Accessories,2249.91,9,11/2/2017
4883,Storage,59.92,4,11/2/2017
4887,Chairs,182.67,3,11/28/2016
4888,Accessories,101.7,6,11/28/2016
4889,Storage,1126.02,3,11/28/2016
4890,Storage,1263.3,6,11/28/2016
4910,Envelopes,18.336,3,1/14/2017
4911,Paper,36.288,7,1/14/2017
4912,Phones,111.984,2,1/14/2017
4913,Binders,5.97,5,1/14/2017
4914,Binders,2.508,2,1/14/2017
4922,Paper,96.08,2,12/25/2017
4923,Fasteners,3.62,2,12/25/2017
4924,Paper,629.1,6,12/25/2017
4925,Phones,90.48,2,12/25/2017
4937,Binders,33.74,7,1/6/2017
4965,Binders,7.764,4,5/15/2016
4966,Phones,467.04,4,5/25/2015
4971,Chairs,207.984,2,11/6/2016
4972,Paper,36.112,2,11/6/2016
4973,Furnishings,35.568,2,11/6/2016
4974,Paper,88.768,2,11/6/2016
4976,Accessories,717.12,9,9/18/2015
4985,Fasteners,7.24,5,9/6/2015
4993,Envelopes,55.936,8,12/18/2015
4994,Labels,18.432,8,12/18/2015
4995,Furnishings,20.32,5,12/18/2015
4997,Appliances,48.784,1,3/10/2017
4998,Binders,13.092,4,3/10/2017
5002,Supplies,69.5,5,5/24/2016
5003,Paper,191.6,4,5/24/2016
5005,Accessories,47.79,3,4/30/2014
5053,Paper,195.64,4,5/19/2017
5060,Phones,699.98,2,12/5/2016
5061,Storage,584.82,9,12/5/2016
5066,Accessories,383.976,3,11/30/2017
5067,Tables,1781.682,7,11/30/2017
5083,Accessories,35.168,4,9/8/2016
5084,Paper,64.704,3,9/8/2016
5106,Chairs,186.304,4,12/14/2014
5107,Accessories,66.36,4,9/19/2015
5108,Art,42.048,9,4/25/2017
5109,Art,67.92,5,4/25/2017
5121,Storage,232.55,5,4/4/2014
5122,Accessories,99.98,2,4/4/2014
5123,Paper,19.44,3,4/4/2014
5124,Paper,12.96,2,4/4/2014
5133,Phones,107.976,3,6/21/2015
5184,Storage,40.29,3,9/24/2017
5185,Binders,38.71,7,9/24/2017
5186,Storage,1801.632,6,10/10/2015
5193,Furnishings,397.6,5,11/28/2014
5194,Paper,85.96,7,11/28/2014
5195,Art,13.12,4,11/28/2014
5196,Binders,45.66,3,11/28/2014
5234,Chairs,605.34,6,10/18/2014
5244,Binders,10.44,1,7/25/2016
5251,Accessories,249.95,5,12/12/2016
5252,Paper,49.12,4,12/12/2016
5253,Appliances,182.91,3,10/30/2015
5274,Binders,3.744,4,11/26/2016
5276,Accessories,159.8,4,12/14/2017
5277,Accessories,44.75,5,12/14/2017
5279,Paper,105.52,4,12/7/2014
5293,Storage,4.464,1,6/20/2017
5301,Tables,2275.5,10,5/30/2016
5302,Accessories,1979.7,6,5/30/2016
5303,Labels,62.1,6,5/30/2016
5312,Labels,9.216,4,8/21/2016
5313,Supplies,28.048,2,8/21/2016
5316,Chairs,187.056,9,5/2/2016
5317,Furnishings,11.808,2,10/2/2017
5318,Furnishings,9.656,1,10/2/2017
5319,Paper,20.736,4,10/2/2017
5320,Binders,27.36,3,10/2/2017
5321,Tables,2314.116,7,10/2/2017
5322,Binders,34.236,4,10/2/2017
5323,Furnishings,19.76,2,10/2/2017
5354,Binders,87.28,8,9/3/2016
5361,Bookcases,198.272,8,4/14/2017
5387,Binders,40.41,9,3/12/2017
5424,Paper,,5,11/3/2017
5430,Furnishings,31.984,2,9/5/2014
5437,Furnishings,19.52,2,7/5/2014
5438,Binders,9.81,5,7/5/2014
5439,Furnishings,213.216,3,7/5/2014
5441,Art,2.064,1,11/13/2017
5461,Storage,16.272,1,3/21/2014
5480,Binders,1.869,1,3/31/2014
5485,Chairs,419.136,4,1/30/2017
5486,Envelopes,23.472,3,12/12/2014
5488,Phones,23.976,3,4/1/2017
5489,Labels,6.264,3,4/1/2017
5490,Appliances,20.808,3,4/1/2017
5491,Chairs,218.352,3,4/1/2017
5508,Envelopes,17.92,4,4/8/2016
5517,Accessories,1319.96,4,11/18/2016
5529,Phones,79.96,5,3/31/2015
5532,Accessories,179.94,6,6/6/2016
5533,Accessories,26.85,3,6/6/2016
5534,Accessories,323.37,3,6/6/2016
5535,Paper,59.94,3,6/6/2016
5536,Binders,64.14,3,6/6/2016
5537,Binders,11.67,3,6/6/2016
5538,Paper,12.96,2,6/6/2016
5556,Furnishings,10.16,2,10/2/2017
5557,Furnishings,6.16,2,12/14/2015
5558,Art,56.3,2,12/14/2015
5562,Binders,34.54,1,3/31/2017
5563,Copiers,2999.95,5,3/31/2017
5564,Binders,64.12,4,3/31/2017
5606,Furnishings,17.088,2,9/20/2016
5607,Chairs,98.392,1,9/20/2016
5610,Accessories,659.9,2,8/31/2017
5618,Furnishings,19.52,2,6/30/2017
5628,Labels,13.872,6,6/26/2017
5629,Chairs,273.552,3,6/26/2017
5631,Accessories,234.45,3,2/11/2014
5632,Tables,1256.22,6,2/11/2014
5633,Binders,17.46,2,2/11/2014
5643,Furnishings,7.04,4,4/1/2016
5644,Envelopes,17.94,3,5/15/2015
5647,Furnishings,192.22,14,1/4/2015
5683,Paper,15.84,3,4/2/2014
5684,Phones,1049.93,7,4/2/2014
5685,Appliances,154.9,5,4/2/2014
5687,Fasteners,14.32,5,7/28/2014
5688,Furnishings,129.888,6,7/28/2014
5689,Envelopes,48.944,7,7/28/2014
5715,Storage,177.55,5,9/25/2017
5747,Phones,249.584,2,12/8/2016
5748,Accessories,68.112,3,12/8/2016
5749,Accessories,16.56,3,12/8/2016
5754,Chairs,866.4,4,2/3/2016
5755,Art,5.56,2,3/29/2015
5758,Furnishings,46.152,3,8/11/2015
5759,Machines,32.985,3,11/22/2015
5789,Furnishings,12.32,5,4/10/2017
5790,Binders,4.419,3,4/10/2017
5807,Paper,12.192,3,9/4/2016
5808,Appliances,87.168,2,9/4/2016
5809,Art,31.744,2,9/4/2016
5810,Furnishings,132.224,4,2/6/2016
5815,Accessories,11.672,1,6/15/2015
5833,Labels,6.264,3,7/21/2016
5834,Chairs,363.92,5,7/21/2016
5835,Binders,64.2,5,6/9/2015
5836,Binders,38.52,3,6/9/2015
5837,Accessories,72.6,5,6/9/2015
5840,Paper,32.4,5,9/22/2015
5841,Furnishings,47.98,2,9/22/2015
5854,Binders,9.64,2,9/10/2014
5860,Tables,301.96,2,11/1/2015
5862,Paper,109.92,2,5/1/2016
5863,Paper,19.44,3,5/1/2016
5864,Art,11.16,2,5/1/2016
5873,Storage,59.76,1,3/30/2017
5874,Binders,108.08,7,6/4/2017
5875,Binders,9.54,3,6/4/2017
5889,Paper,45.68,2,5/7/2015
5894,Binders,2.78,1,9/10/2017
5913,Supplies,25.5,3,8/24/2014
5925,Art,22.96,7,11/19/2017
5927,Tables,1215.92,8,4/8/2014
5928,Labels,7.31,1,10/11/2014
5929,Furnishings,8.92,4,10/11/2014
5949,Envelopes,42.68,4,3/5/2017
5950,Accessories,299.97,3,3/5/2017
5951,Appliances,262.24,2,3/5/2017
5952,Binders,234.36,6,3/5/2017
5975,Storage,387.72,5,10/8/2016
5985,Furnishings,185.58,6,7/19/2016
5986,Binders,77.56,2,7/19/2016
5987,Storage,87.92,4,7/19/2016
5988,Paper,245.94,6,7/19/2016
5989,Binders,8.6,1,7/19/2016
5990,Bookcases,504.9,5,7/19/2016
6004,Binders,12.294,1,9/21/2017
6008,Furnishings,127.95,3,4/1/2017
6021,Appliances,17.34,2,8/13/2016
6022,Accessories,71.98,2,8/13/2016
6029,Art,18.48,2,11/19/2016
6031,Chairs,239.24,1,7/6/2017
6037,Furnishings,42.6,3,9/4/2016
6038,Binders,113.94,6,9/4/2016
6039,Storage,129.92,4,9/4/2016
6040,Art,5.28,3,9/4/2016
6044,Chairs,314.352,3,5/19/2017
6045,Paper,27.888,7,5/19/2017
6048,Binders,16.146,9,11/7/2015
6049,Binders,1345.485,5,11/7/2015
6067,Supplies,88.96,8,1/17/2015
6089,Paper,6.48,1,6/13/2015
6106,Art,13.632,4,6/18/2015
6130,Accessories,53.25,3,3/26/2017
6131,Fasteners,3.76,2,3/26/2017
6133,Paper,163.96,5,9/15/2017
6138,Paper,32.064,6,10/31/2016
6151,Bookcases,354.9,5,4/8/2016
6161,Phones,323.976,3,3/19/2014
6162,Labels,11.808,4,3/19/2014
6163,Storage,26.16,3,3/19/2014
6164,Binders,33.57,5,3/19/2014
6165,Furnishings,4.992,3,3/19/2014
6166,Furnishings,20.016,3,3/19/2014
6167,Accessories,170.24,2,3/19/2014
6170,Paper,13.36,2,8/27/2014
6176,Chairs,1690.04,4,9/21/2015
6177,Storage,85.96,7,9/21/2015
6178,Envelopes,121.96,2,9/21/2015
6179,Paper,23.92,4,9/21/2015
6180,Storage,63.96,2,9/21/2015
6181,Phones,629.95,5,9/21/2015
6182,Phones,113.73,3,9/21/2015
6183,Binders,14.6,2,9/21/2015
6184,Storage,887.84,8,9/21/2015
6218,Phones,29.97,3,7/27/2015
6223,Furnishings,72.704,4,12/23/2017
6224,Art,12.264,7,12/23/2017
6225,Storage,218.352,3,12/23/2017
6243,Binders,18.24,2,12/21/2014
6253,Paper,58.32,9,4/7/2014
6254,Phones,200.97,3,4/7/2014
6255,Furnishings,21.36,8,9/8/2015
6257,Binders,3.444,1,9/6/2015
6264,Binders,34.5,3,5/5/2017
6266,Paper,3.488,2,11/3/2014
6267,Paper,143.856,9,11/3/2014
6287,Phones,239.976,3,10/24/2016
6292,Chairs,701.96,2,12/2/2017
6321,Paper,10.368,2,9/28/2017
6352,Phones,361.376,2,11/3/2017
6375,Chairs,561.584,2,4/29/2014
6376,Storage,99.92,5,4/29/2014
6390,Envelopes,311.15,5,2/7/2015
6391,Paper,12.96,2,2/7/2015
6402,Bookcases,241.96,2,5/30/2017
6403,Binders,3.89,1,5/30/2017
6404,Furnishings,8.01,3,5/30/2017
6405,Phones,177.48,3,11/30/2015
6413,Binders,102.93,3,8/17/2017
6414,Accessories,98.16,6,8/17/2017
6415,Binders,11.52,5,11/10/2017
6430,Storage,25.984,2,11/3/2014
6431,Tables,945.036,6,11/3/2014
6432,Binders,14.301,7,11/3/2014
6433,Furnishings,410.352,3,11/3/2014
6465,Furnishings,13.28,2,9/22/2016
6466,Storage,84.96,6,11/13/2015
6474,Appliances,871.8,3,3/18/2016
6476,Binders,4.554,3,6/3/2017
6477,Appliances,5.2,2,6/3/2017
6478,Accessories,205.992,1,6/3/2017
6479,Paper,15.552,3,6/3/2017
6480,Phones,503.96,5,6/3/2017
6481,Appliances,24.472,7,6/3/2017
6482,Bookcases,241.568,2,6/3/2017
6483,Accessories,110.4,2,6/3/2017
6487,Appliances,962.08,4,3/21/2015
6488,Binders,12.843,3,3/21/2015
6489,Paper,295.456,14,3/21/2015
6492,Bookcases,289.568,2,11/20/2016
6493,Storage,39.72,5,11/20/2016
6494,Phones,244.768,4,11/20/2016
6498,Furnishings,20.94,3,7/24/2015
6499,Binders,135.09,9,7/24/2015
6500,Accessories,279.86,14,7/24/2015
6501,Binders,90.06,6,7/24/2015
6537,Tables,328.59,3,10/20/2014
6538,Storage,98.352,3,10/20/2014
6578,Phones,173.94,6,12/6/2015
6584,Art,101.94,6,7/21/2017
6585,Phones,271.96,4,7/21/2017
6586,Furnishings,8.8,5,7/21/2017
6587,Art,19.68,6,7/21/2017
6588,Bookcases,302.94,3,7/21/2017
6589,Binders,14.94,3,7/21/2017
6590,Supplies,231.72,2,7/21/2017
6591,Labels,9.912,3,3/23/2014
6598,Binders,1.365,1,6/6/2014
6599,Paper,62.016,2,6/6/2014
6612,Chairs,191.96,2,4/21/2015
6613,Binders,21.3,3,4/21/2015
6614,Phones,469.95,5,4/21/2015
6615,Furnishings,209.88,3,4/21/2015
6630,Binders,7.38,5,10/2/2015
6635,Binders,68.541,11,5/6/2017
6636,Phones,627.168,4,5/6/2017
6637,Labels,122.12,5,5/6/2017
6664,Tables,356.85,5,10/26/2017
6665,Envelopes,251.58,7,10/26/2017
6671,Binders,29.84,2,5/25/2017
6674,Furnishings,67.96,4,9/5/2015
6693,Binders,477.51,11,8/11/2017
6702,Furnishings,163.136,4,5/20/2015
6703,Binders,6.408,4,5/20/2015
6707,Phones,519.68,7,9/10/2016
6717,Fasteners,30.0,6,4/8/2016
6718,Paper,25.92,4,4/8/2016
6719,Furnishings,159.92,4,4/8/2016
6720,Appliances,34.944,3,12/16/2016
6729,Furnishings,50.496,6,11/4/2016
6730,Binders,6.129,3,6/18/2015
6731,Chairs,643.136,4,6/18/2015
6732,Paper,20.736,4,6/18/2015
6735,Labels,11.696,2,12/20/2015
6760,Art,32.776,1,12/2/2017
6770,Art,35.4,5,9/19/2017
6788,Furnishings,129.93,3,9/13/2015
6789,Paper,69.93,7,9/13/2015
6790,Art,140.736,4,9/7/2015
6806,Paper,9.96,2,11/22/2014
6824,Envelopes,98.46,9,7/25/2015
6825,Tables,358.58,2,7/25/2015
6842,Accessories,20.7,3,9/12/2016
6843,Fasteners,11.34,3,9/12/2016
6844,Storage,67.9,5,9/12/2016
6845,Chairs,1059.12,4,9/12/2016
6853,Storage,62.04,4,12/23/2017
6854,Phones,494.97,3,12/23/2017
6855,Storage,367.96,4,12/23/2017
6856,Paper,44.96,2,12/23/2017
6857,Envelopes,182.94,3,12/23/2017
6876,Labels,25.06,2,9/5/2016
6877,Tables,1652.94,3,9/5/2016
6890,Phones,95.68,8,9/18/2017
6891,Paper,50.96,7,9/18/2017
6892,Art,113.94,3,9/18/2017
6893,Paper,25.92,4,9/18/2017
6894,Furnishings,20.32,4,9/18/2017
6895,Phones,411.98,2,9/18/2017
6896,Supplies,34.48,2,9/18/2017
6897,Paper,244.55,5,9/18/2017
6909,Furnishings,14.76,2,12/10/2017
6914,Phones,55.984,2,6/12/2015
6923,Labels,491.55,5,3/16/2015
6924,Envelopes,7.38,2,3/16/2015
6957,Binders,36.4,5,7/14/2016
6958,Furnishings,51.75,1,7/14/2016
6963,Envelopes,10.2,5,7/16/2016
6964,Art,22.32,3,7/16/2016
6965,Binders,24.1,5,7/16/2016
6966,Accessories,75.98,2,7/16/2016
6967,Binders,6.46,2,7/16/2016
6968,Paper,60.12,9,7/16/2016
6978,Phones,59.98,2,11/25/2016
6979,Paper,48.87,9,11/25/2017
6989,Appliances,1158.12,5,11/11/2017
6991,Appliances,44.43,3,11/8/2015
6992,Phones,226.2,5,11/8/2015
6993,Furnishings,186.54,3,11/8/2015
6994,Art,265.86,7,11/8/2015
6995,Art,27.9,5,11/8/2015
7000,Appliances,208.44,3,5/26/2017
7001,Supplies,25.76,2,5/26/2017
7015,Appliances,146.76,3,3/11/2014
7016,Accessories,32.96,2,3/11/2014
7017,Phones,587.97,3,3/11/2014
7018,Paper,14.94,3,3/11/2014
7037,Copiers,479.984,2,5/2/2014
7038,Paper,12.96,2,9/22/2017
7039,Art,17.94,3,9/22/2017
7049,Paper,15.552,3,8/14/2016
7078,Binders,22.911,7,9/2/2016
7079,Appliances,309.456,9,9/2/2016
7080,Art,19.456,4,9/2/2016
7081,Tables,472.518,3,9/2/2016
7082,Accessories,1012.68,3,9/2/2016
7083,Binders,17.22,5,9/2/2016
7091,Paper,106.32,3,1/9/2015
7092,Appliances,163.44,3,1/9/2015
7093,Art,42.76,2,1/9/2015
7094,Paper,51.55,5,1/9/2015
7121,Binders,67.194,1,1/20/2014
7126,Paper,17.94,3,9/27/2016
7127,Art,13.89,3,9/27/2016
7130,Accessories,35.168,4,4/16/2016
7131,Paper,123.088,7,4/16/2016
7137,Binders,7.23,5,11/20/2015
7138,Storage,17.44,2,11/20/2015
7139,Binders,62.88,4,11/20/2015
7140,Bookcases,290.352,3,11/20/2015
7143,Furnishings,111.15,5,11/24/2014
7151,Chairs,141.96,2,12/22/2017
7153,Paper,88.768,2,10/9/2014
7155,Furnishings,275.88,6,12/25/2015
7156,Binders,157.9,5,12/25/2015
7162,Paper,21.84,3,7/4/2014
7163,Binders,15.6,5,7/4/2014
7181,Art,12.78,3,1/6/2014
7192,Binders,5.388,4,10/1/2016
7193,Art,30.976,8,10/1/2016
7194,Storage,1350.12,6,2/12/2016
7195,Binders,15.92,4,2/12/2016
7201,Phones,116.76,1,11/27/2016
7202,Tables,331.023,7,11/27/2016
7252,Labels,9.216,4,8/27/2016
7265,Art,181.86,7,6/13/2017
7267,Binders,13.428,3,8/16/2017
7268,Storage,67.136,4,8/16/2017
7269,Paper,89.568,2,1/14/2016
7270,Furnishings,315.776,8,1/14/2016
7273,Supplies,20.608,2,10/10/2016
7274,Binders,4.095,3,10/10/2016
7277,Accessories,799.92,10,11/2/2014
7293,Machines,649.0,2,12/4/2017
7304,Chairs,97.184,2,9/4/2017
7305,Paper,10.368,2,9/4/2017
7312,Binders,1.872,2,10/9/2015
7313,Binders,11.214,2,10/9/2015
7314,Art,37.376,8,10/9/2015
7334,Furnishings,67.36,2,4/11/2015
7335,Furnishings,54.528,3,4/11/2015
7341,Chairs,67.88,2,7/26/2014
7342,Labels,162.89,13,7/26/2014
7343,Furnishings,25.71,3,7/26/2014
7345,Tables,721.875,6,12/11/2017
7346,Phones,73.568,4,12/11/2017
7347,Art,13.584,1,12/11/2017
7348,Chairs,64.784,1,12/11/2017
7369,Binders,15.57,3,4/15/2017
7370,Labels,4.608,2,3/9/2015
7379,Art,10.272,3,5/31/2015
7390,Chairs,390.368,2,11/29/2017
7391,Furnishings,101.52,5,11/29/2017
7428,Binders,11.43,3,3/17/2014
7429,Binders,30.44,2,3/17/2014
7430,Paper,12.96,2,3/17/2014
7431,Paper,16.0,4,3/17/2014
7432,Appliances,32.67,3,3/17/2014
7449,Furnishings,88.92,5,11/11/2017
7457,Phones,569.64,2,4/16/2015
7458,Binders,9.14,1,4/16/2015
7459,Furnishings,1196.86,7,4/16/2015
7460,Bookcases,523.26,9,4/16/2015
7475,Chairs,2573.82,9,1/6/2014
7476,Binders,609.98,2,1/6/2014
7477,Art,5.48,2,1/6/2014
7478,Phones,391.98,2,1/6/2014
7479,Phones,755.96,4,1/6/2014
7480,Fasteners,31.12,4,1/6/2014
7481,Paper,6.54,1,1/6/2014
7515,Binders,29.36,2,12/9/2017
7516,Appliances,214.9,5,12/9/2017
7517,Binders,15.92,4,12/9/2017
7518,Accessories,146.45,5,12/9/2017
7519,Storage,15.14,1,12/9/2017
7520,Labels,5.76,2,12/9/2017
7521,Copiers,1399.98,2,12/9/2017
7534,Chairs,196.784,2,2/25/2017
7535,Bookcases,231.92,5,2/25/2017
7572,Storage,194.7,5,10/21/2014
7573,Tables,591.32,4,10/21/2014
7574,Art,2.84,1,10/21/2014
7584,Phones,3499.93,7,3/21/2014
7585,Labels,14.4,5,3/21/2014
7586,Paper,122.97,3,3/21/2014
7587,Art,9.32,4,3/21/2014
7588,Binders,122.94,3,3/21/2014
7616,Binders,6.642,9,11/30/2014
7633,Chairs,1207.84,8,12/29/2017
7634,Binders,12.53,1,12/29/2017
7635,Art,34.58,1,12/29/2017
7636,Chairs,300.98,1,12/29/2017
7637,Chairs,258.75,3,12/29/2017
7647,Machines,1299.99,2,9/9/2014
7654,Art,19.56,4,3/22/2015
7664,Art,15.92,5,9/13/2017
7665,Furnishings,129.92,4,10/22/2014
7677,Accessories,23.472,3,10/8/2014
7690,Appliances,179.94,3,7/15/2017
7691,Tables,872.94,3,7/15/2017
7692,Paper,12.96,2,7/15/2017
7712,Furnishings,77.952,3,10/28/2017
7713,Storage,147.184,2,10/28/2017
7714,Paper,47.952,3,10/28/2017
7730,Accessories,431.976,3,9/26/2016
7738,Art,12.672,9,12/18/2017
7749,Furnishings,60.84,3,6/18/2015
7750,Storage,450.04,2,6/18/2015
7751,Binders,34.6,2,6/18/2015
7752,Phones,467.97,3,6/18/2015
7753,Binders,33.02,2,6/18/2015
7754,Furnishings,17.088,2,11/30/2015
7756,Paper,268.24,7,11/17/2017
7757,Accessories,431.16,5,11/17/2017
7761,Paper,42.208,2,12/6/2014
7764,Envelopes,74.52,9,2/3/2015
7769,Paper,26.72,5,11/12/2017
7780,Appliances,203.92,4,4/18/2016
7781,Phones,29.56,4,4/18/2016
7783,Storage,45.248,2,11/4/2016
7784,Tables,876.3,10,11/4/2016
7785,Supplies,185.376,2,11/4/2016
7803,Labels,12.0,4,9/22/2015
7804,Storage,720.064,4,9/22/2015
7805,Storage,25.424,1,9/22/2015
7806,Art,2.816,2,9/22/2015
7807,Binders,3.204,2,9/22/2015
7808,Binders,30.828,7,1/8/2016
7809,Art,47.616,3,1/8/2016
7810,Phones,108.784,2,1/8/2016
7822,Storage,111.672,9,10/21/2016
7834,Art,13.12,5,1/24/2015
7843,Binders,58.05,3,4/19/2014
7844,Paper,71.28,11,4/19/2014
7846,Paper,154.9,5,9/27/2015
7847,Phones,1871.88,12,9/27/2015
7855,Appliances,320.64,4,12/7/2017
7856,Accessories,52.0,4,12/7/2017
7870,Accessories,24.0,2,7/3/2017
7878,Labels,5.04,2,3/12/2015
7890,Art,19.89,9,12/25/2016
7891,Accessories,399.98,2,12/25/2016
7892,Furnishings,343.85,5,12/25/2016
7893,Paper,106.32,3,12/25/2016
7898,Appliances,272.048,7,8/13/2017
7899,Binders,1614.582,6,8/13/2017
7900,Fasteners,24.32,5,8/13/2017
7901,Accessories,1.584,2,8/13/2017
7902,Furnishings,31.984,1,8/13/2017
7903,Envelopes,14.76,5,8/13/2017
7904,Chairs,423.648,2,8/13/2017
7923,Phones,383.96,5,9/24/2017
7924,Binders,15.57,3,9/24/2017
7925,Binders,22.32,4,8/13/2016
7926,Labels,103.6,7,8/13/2016
7962,Storage,81.36,5,11/18/2017
7963,Binders,20.232,8,11/18/2017
7964,Appliances,389.056,4,11/18/2017
7965,Paper,20.736,4,11/18/2017
7966,Paper,41.472,8,11/18/2017
7978,Phones,659.97,3,5/31/2014
7979,Phones,113.73,3,5/31/2014
7992,Binders,39.936,4,6/14/2016
7993,Accessories,18.464,2,6/14/2016
8038,Appliances,41.91,3,7/10/2017
8048,Paper,16.272,3,11/3/2017
8077,Furnishings,27.42,3,6/23/2015
8078,Binders,165.98,1,6/23/2015
8079,Accessories,75.0,3,6/23/2015
8086,Furnishings,61.1,5,10/20/2016
8087,Appliances,28.08,3,4/28/2017
8137,Tables,562.2925,7,8/12/2016
8148,Paper,49.12,4,6/9/2017
8172,Art,264.18,7,2/14/2016
8193,Binders,6.048,7,11/30/2015
8194,Appliances,98.352,3,11/30/2015
8195,Furnishings,335.744,2,11/30/2015
8197,Accessories,89.568,4,9/5/2017
8198,Art,71.96,5,9/5/2017
8199,Paper,15.552,3,9/5/2017
8207,Tables,191.5155,1,4/26/2015
8208,Art,2.624,1,4/26/2015
8209,Binders,1369.764,6,9/20/2015
8210,Storage,294.368,4,9/20/2015
8211,Appliances,81.568,2,9/7/2017
8214,Binders,6.336,4,9/25/2015
8215,Paper,10.48,1,9/25/2015
8216,Binders,2.469,1,9/25/2015
8217,Binders,3.264,2,9/25/2015
8231,Art,35.97,3,6/30/2016
8232,Bookcases,1266.86,7,6/30/2016
8235,Supplies,3.328,2,5/1/2017
8236,Tables,933.262,4,5/1/2017
8237,Chairs,2803.92,5,5/1/2017
8238,Storage,4.768,2,10/20/2017
8239,Paper,6.672,1,10/20/2017
8240,Art,4.448,2,10/20/2017
8241,Furnishings,43.936,4,10/20/2017
8246,Storage,344.91,3,8/19/2014
8263,Paper,-20.0,3,12/15/2016
8264,Binders,13.092,4,9/13/2015
8277,Binders,3.762,3,2/21/2016
8278,Binders,34.86,2,2/21/2016
8279,Storage,432.456,3,2/21/2016
8280,Storage,675.06,3,4/22/2017
8281,Envelopes,65.232,3,5/9/2017
8282,Chairs,207.0,3,5/9/2017
8287,Paper,31.104,6,8/12/2014
8288,Art,47.96,5,8/12/2014
8289,Accessories,158.928,7,8/12/2014
8290,Appliances,211.248,6,8/12/2014
8291,Supplies,5.552,2,8/12/2014
8292,Labels,2.952,1,8/12/2014
8296,Envelopes,26.55,9,5/30/2016
8297,Accessories,111.98,2,5/30/2016
8298,Furnishings,4.928,2,7/5/2015
8299,Labels,11.784,3,7/5/2015
8312,Furnishings,62.72,4,1/26/2017
8313,Phones,2939.93,7,1/26/2017
8318,Art,1.752,1,4/11/2017
8319,Art,20.992,8,4/11/2017
8325,Storage,61.68,5,9/8/2017
8326,Phones,158.376,3,9/8/2017
