txn_id,category,sales_amount,qty,sale_date
3087,Furnishings,3.984,2,2/9/2017
3088,Appliances,12.992,2,2/9/2017
3094,Supplies,31.68,4,8/23/2015
3095,Paper,10.368,2,8/23/2015
3096,Fasteners,12.032,8,8/23/2015
3097,Appliances,5.768,2,8/23/2015
3098,Labels,33.12,4,4/27/2017
3099,Bookcases,220.2656,4,4/27/2017
3106,Labels,15.712,4,7/25/2016
3107,Storage,298.464,6,7/10/2017
3108,Paper,21.93,3,7/17/2016
3109,Storage,242.94,3,7/17/2016
3110,Paper,7.64,1,7/17/2016
3111,Paper,51.84,8,7/17/2016
3112,Storage,265.17,1,7/17/2016
3135,Binders,30.56,5,11/12/2017
3136,Storage,77.952,3,11/12/2017
3137,Phones,67.992,1,11/12/2017
3138,Envelopes,12.224,2,11/12/2017
3139,Accessories,44.784,2,11/12/2017
3140,Furnishings,22.848,3,11/12/2017
3142,Binders,210.392,2,12/12/2014
3145,Chairs,347.802,7,9/5/2016
3155,Binders,735.98,2,7/20/2017
3161,Binders,5.18,5,9/12/2014
3168,Furnishings,67.0,5,10/29/2016
3172,Binders,3.168,2,3/21/2016
3173,Chairs,528.43,5,3/21/2016
3174,Art,13.392,3,3/21/2016
3175,Art,181.86,7,11/11/2017
3186,Binders,26.046,3,11/7/2014
3187,Envelopes,74.352,3,11/7/2014
3191,Storage,12.672,3,12/27/2015
3193,Binders,6.37,7,6/4/2017
3194,Binders,3.648,3,9/1/2014
3195,Paper,31.104,6,9/1/2014
3211,Envelopes,13.392,3,9/22/2017
3212,Binders,11.228,7,9/22/2017
3213,Appliances,207.24,11,12/23/2014
3232,Binders,26.046,3,4/16/2017
3233,Binders,2.896,1,4/16/2017
3234,Storage,32.544,2,4/16/2017
3239,Chairs,318.43,5,11/20/2016
3240,Phones,122.92,7,11/20/2016
3241,Furnishings,7.068,3,11/20/2016
3243,Binders,13.468,13,3/31/2017
3244,Phones,219.8,5,12/1/2017
3245,Chairs,317.058,3,12/1/2017
3251,Fasteners,24.85,7,12/23/2016
3253,Art,7.056,3,10/27/2017
3254,Phones,27.184,2,10/27/2017
3260,Binders,3.136,2,11/13/2016
3261,Paper,20.736,4,11/14/2014
3270,Accessories,2.97,3,7/15/2014
3271,Fasteners,6.54,3,7/15/2014
3275,Fasteners,18.24,3,11/2/2017
3276,Art,27.78,6,11/2/2017
3286,Art,6.56,2,2/20/2017
3287,Appliances,13.11,3,2/20/2017
3292,Art,11.68,2,10/30/2016
3295,Binders,30.96,8,8/15/2014
3305,Envelopes,12.984,3,12/30/2014
3306,Phones,217.584,2,12/30/2014
3307,Phones,328.776,3,12/30/2014
3308,Binders,2.286,3,12/30/2014
3309,Accessories,47.984,2,12/30/2014
3317,Furnishings,341.96,5,11/10/2017
3325,Binders,896.99,5,11/11/2014
3326,Binders,1.234,1,11/11/2014
3327,Art,67.56,3,11/11/2014
3328,Paper,21.72,5,11/11/2014
3329,Paper,262.336,8,11/11/2014
3330,Phones,148.48,2,11/11/2014
3331,Phones,241.176,3,11/11/2014
3332,Accessories,227.976,3,12/14/2017
3333,Phones,52.68,3,12/14/2017
3334,Furnishings,2.032,1,12/14/2017
3349,Binders,16.03,5,11/5/2017
3358,Paper,73.008,9,9/7/2017
3359,Binders,3.208,2,5/6/2016
3360,Accessories,26.176,2,5/6/2016
3365,Furnishings,9.552,3,7/16/2016
3367,Paper,10.368,2,7/9/2014
3368,Paper,14.352,3,7/9/2014
3371,Accessories,1287.45,5,3/25/2016
3378,Storage,111.672,9,11/1/2016
3379,Binders,13.776,6,3/17/2017
3380,Paper,10.272,3,3/17/2017
3391,Paper,6.848,2,3/25/2017
3394,Binders,6.928,1,11/22/2014
3396,Storage,443.92,4,7/1/2017
3397,Binders,169.99,1,7/1/2017
3398,Paper,25.92,4,7/1/2017
3403,Furnishings,22.288,7,5/4/2015
3404,Furnishings,65.424,4,5/29/2017
3416,Fasteners,1.81,1,9/2/2016
3417,Binders,8.26,2,9/2/2016
3426,Binders,15.24,4,9/24/2015
3427,Chairs,1408.1,10,9/24/2015
3436,Binders,15.08,2,9/27/2015
3437,Furnishings,24.288,3,9/27/2015
3438,Furnishings,16.192,2,10/30/2017
3439,Tables,251.006,2,10/30/2017
3440,Storage,54.192,6,10/30/2017
3462,Phones,492.768,4,11/5/2017
3474,Chairs,180.98,1,3/3/2017
3475,Accessories,99.98,2,3/3/2017
3476,Accessories,34.95,5,11/27/2016
3477,Binders,-15.5,5,11/27/2016
3489,Chairs,408.422,2,7/2/2015
3490,Chairs,382.116,6,7/2/2015
3491,Storage,68.6,5,7/2/2015
3492,Storage,435.504,3,7/2/2015
3493,Paper,11.168,2,7/2/2015
3494,Accessories,72.0,4,9/24/2017
3495,Accessories,655.9,5,9/24/2017
3496,Chairs,603.92,4,9/24/2017
3503,Paper,10.368,2,4/10/2017
3504,Accessories,95.736,3,4/10/2017
3506,Phones,201.584,2,6/20/2014
3507,Binders,3.392,4,6/20/2014
3508,Bookcases,193.0656,4,6/20/2014
3509,Paper,15.552,3,6/20/2014
3510,Paper,11.648,2,6/20/2014
3511,Machines,418.8,2,6/20/2014
3512,Storage,509.488,7,6/20/2014
3513,Bookcases,825.174,9,9/4/2017
3514,Paper,17.76,3,9/4/2017
3515,Art,6.912,3,9/4/2017
3520,Tables,796.425,7,6/22/2015
3522,Paper,40.46,7,11/21/2016
3523,Phones,404.94,3,11/21/2016
3525,Phones,657.552,6,11/24/2016
3531,Art,21.4,5,5/19/2016
3545,Paper,28.672,8,12/23/2017
3546,Appliances,29.312,8,12/23/2017
3551,Paper,45.528,3,3/29/2016
3552,Chairs,844.116,6,3/29/2016
3553,Phones,812.736,8,3/29/2016
3567,Binders,1577.94,3,9/7/2017
3568,Furnishings,15.008,4,9/9/2016
3573,Paper,5.184,1,6/29/2017
3582,Paper,104.85,1,10/1/2017
3583,Art,3.9,2,12/10/2015
3584,Tables,801.96,2,12/10/2015
3585,Chairs,191.96,2,12/10/2015
3586,Labels,2.61,1,12/10/2015
3592,Supplies,2.92,1,12/13/2014
3612,Accessories,58.416,2,11/29/2016
3615,Tables,718.116,6,11/19/2017
3616,Art,31.776,4,11/19/2017
3651,Accessories,104.88,6,12/9/2017
3652,Art,34.7,5,12/9/2017
3653,Binders,33.72,4,12/9/2017
3654,Paper,14.94,3,12/9/2017
3655,Appliances,638.73,9,8/31/2017
3662,Phones,377.97,3,6/13/2016
3707,Art,23.832,3,3/18/2017
3708,Furnishings,6.368,2,11/23/2014
3709,Appliances,34.176,3,11/23/2014
3710,Accessories,5.544,7,11/23/2014
3717,Fasteners,23.55,5,5/29/2017
3720,Art,33.4,5,9/17/2016
3723,Art,35.712,8,11/22/2017
3725,Art,7.056,3,4/3/2017
3739,Phones,10.9,1,12/9/2016
3740,Accessories,59.98,2,12/9/2016
3741,Appliances,61.929,1,12/9/2016
3756,Paper,42.784,7,3/3/2016
3757,Chairs,563.43,5,3/3/2016
3763,Bookcases,241.96,2,8/13/2016
3764,Binders,8.52,3,8/13/2016
3765,Binders,1.788,3,2/25/2017
3766,Tables,99.372,2,3/21/2016
3767,Art,1.344,1,3/21/2016
3768,Phones,119.96,5,12/8/2015
3781,Phones,273.96,2,11/16/2014
3788,Art,3.912,1,9/4/2016
3789,Art,62.376,3,9/4/2016
3790,Fasteners,29.05,5,4/17/2016
3813,Labels,25.06,2,3/5/2017
3814,Labels,19.824,6,11/5/2015
3827,Storage,107.44,10,10/7/2014
3828,Chairs,1458.65,5,5/7/2017
3829,Chairs,26.64,1,5/7/2017
3830,Chairs,476.8,2,5/7/2017
3831,Appliances,87.444,2,5/7/2017
3848,Storage,501.81,3,11/25/2017
3851,Paper,85.96,7,12/4/2015
3853,Binders,33.568,8,11/26/2017
3856,Binders,3.564,3,10/23/2017
3857,Phones,823.96,5,10/23/2017
3858,Art,10.272,3,10/23/2017
3860,Tables,480.96,3,2/17/2017
3861,Phones,124.792,1,2/17/2017
3865,Furnishings,151.96,5,11/28/2015
3867,Accessories,155.34,6,4/23/2017
3879,Storage,49.632,4,4/5/2014
3880,Storage,52.096,4,4/5/2014
3886,Binders,12.128,4,1/29/2017
3887,Phones,134.85,3,3/3/2016
3894,Accessories,279.944,7,11/10/2016
3895,Binders,9.98,5,11/22/2014
3897,Fasteners,3.552,3,12/7/2017
3898,Paper,15.552,3,12/7/2017
3899,Fasteners,2.368,2,11/30/2017
3901,Paper,10.368,2,1/3/2015
3912,Phones,470.376,3,6/5/2017
3922,Phones,359.976,3,6/28/2016
3923,Paper,25.344,6,8/28/2017
3924,Paper,26.72,5,8/28/2017
3929,Bookcases,241.332,5,3/14/2016
3930,Paper,5.184,1,3/14/2016
3931,Art,145.544,7,3/14/2016
3937,Envelopes,28.752,3,6/16/2015
3938,Paper,27.216,3,6/16/2015
3939,Chairs,197.372,2,6/16/2015
3940,Chairs,1424.9,5,12/10/2016
3948,Art,6.368,2,11/18/2016
3949,Labels,48.848,2,11/18/2016
3950,Paper,19.648,2,11/18/2016
3951,Chairs,255.108,6,11/18/2016
3955,Furnishings,5.47,1,4/4/2014
3956,Art,79.36,4,4/4/2014
3961,Binders,38.28,6,10/19/2015
3962,Phones,149.95,5,10/19/2015
3969,Binders,5.728,8,6/1/2015
3970,Paper,42.24,10,6/1/2015
3972,Art,79.36,4,2/22/2015
3995,Bookcases,512.94,3,3/8/2015
3996,Chairs,860.93,7,3/8/2015
3997,Phones,769.95,5,3/8/2015
3998,Art,14.98,1,3/8/2015
3999,Furnishings,373.08,6,3/8/2015
4003,Tables,637.896,3,3/3/2016
4004,Machines,287.91,3,3/3/2016
4005,Envelopes,36.6,3,3/3/2016
4013,Art,17.12,4,12/22/2015
4026,Paper,29.664,4,8/11/2017
4027,Art,9.184,7,8/11/2017
4028,Phones,153.584,2,8/11/2017
4029,Binders,12.864,8,8/11/2017
4037,Storage,24.816,2,12/28/2015
4046,Binders,9.156,3,4/2/2015
4047,Appliances,23.992,2,10/21/2017
4058,Storage,646.2,5,11/24/2014
4061,Accessories,68.112,3,11/1/2016
4070,Binders,13.14,9,8/28/2016
4071,Binders,10.024,4,8/28/2016
4072,Bookcases,156.3728,2,8/28/2016
4073,Copiers,999.98,2,12/6/2015
4074,Phones,821.94,6,9/24/2015
4077,Binders,7.04,2,12/19/2015
4078,Fasteners,5.04,4,12/19/2015
4079,Paper,116.28,3,12/19/2015
4083,Binders,182.994,3,6/24/2017
4084,Paper,10.272,3,6/24/2017
4097,Paper,32.4,5,9/23/2014
4098,Storage,404.9,5,9/23/2014
4099,Binders,9449.95,5,9/23/2014
4100,Binders,12.94,2,9/23/2014
4101,Appliances,2.264,1,6/19/2017
4102,Appliances,0.444,1,6/19/2017
4103,Paper,146.176,8,6/19/2017
4104,Furnishings,15.92,2,12/21/2017
4107,Binders,4.312,2,8/22/2016
4110,Phones,73.98,2,12/25/2015
4111,Bookcases,160.98,1,12/25/2015
4112,Paper,17.34,3,12/25/2015
4113,Art,3.28,1,12/25/2015
4114,Labels,8.856,3,5/2/2015
4115,Phones,158.376,3,5/2/2015
4131,Binders,14.48,5,11/18/2014
4139,Binders,6.924,6,12/30/2016
4142,Labels,18.9,3,6/13/2016
4143,Binders,57.42,9,5/19/2014
4148,Binders,9.762,3,10/23/2017
4149,Storage,13.72,1,10/23/2017
4150,Accessories,55.2,1,10/23/2017
4151,Storage,259.136,4,10/23/2017
4159,Paper,15.696,3,11/1/2014
4181,Binders,4.24,5,10/7/2017
4187,Binders,6.874,7,5/18/2017
4188,Binders,1.996,1,5/18/2017
4189,Storage,8.928,2,5/18/2017
4190,Paper,9.99,1,9/26/2016
4192,Paper,21.12,5,7/8/2015
4211,Paper,15.984,2,12/9/2017
4215,Binders,128.4,3,3/4/2016
4225,Binders,1.964,2,9/30/2016
4226,Furnishings,94.428,3,12/13/2014
4227,Fasteners,45.92,4,11/11/2017
4229,Paper,22.48,1,3/24/2016
4230,Furnishings,332.028,9,7/5/2017
4231,Binders,11.394,9,7/5/2017
4232,Paper,15.552,3,7/5/2017
4233,Paper,31.104,6,7/5/2017
4234,Binders,6.316,1,7/5/2017
4237,Binders,11.416,4,7/23/2016
4240,Paper,209.7,2,12/29/2017
4255,Paper,63.312,3,10/13/2017
4256,Binders,96.784,4,10/13/2017
4257,Furnishings,10.476,3,10/13/2017
4262,Accessories,63.96,4,8/7/2017
4265,Tables,863.128,8,11/5/2016
4266,Binders,3.564,3,11/5/2016
4267,Bookcases,956.6648,7,11/5/2016
4268,Binders,12.588,3,11/5/2016
4269,Accessories,171.96,5,11/5/2016
4276,Appliances,48.632,2,7/9/2015
4283,Labels,3.69,1,12/20/2014
4284,Binders,1103.97,3,12/20/2014
4285,Bookcases,246.1328,2,11/21/2015
4286,Labels,11.696,2,11/21/2015
4287,Copiers,439.992,1,11/21/2015
4289,Binders,33.28,5,5/17/2015
4290,Paper,14.088,3,5/17/2015
4304,Envelopes,59.752,7,10/4/2016
4341,Art,16.28,2,3/22/2014
4358,Paper,10.368,2,12/11/2017
4359,Furnishings,77.72,1,12/11/2017
4360,Chairs,520.464,2,12/11/2017
4363,Art,131.94,3,5/20/2017
4364,Art,25.92,4,5/20/2017
4365,Storage,704.76,4,5/20/2017
4366,Fasteners,7.41,3,5/20/2017
4367,Art,21.5,10,5/20/2017
4368,Fasteners,10.528,4,9/11/2017
4369,Paper,20.544,6,9/11/2017
4370,Binders,104.9,5,11/5/2016
4371,Art,39.68,2,11/5/2016
4372,Labels,51.75,5,11/5/2016
4373,Art,11.68,2,7/23/2017
4374,Accessories,159.75,5,7/23/2017
4383,Binders,2.88,5,7/20/2015
4384,Bookcases,384.944,4,7/20/2015
4385,Phones,153.584,2,7/20/2015
4386,Bookcases,913.43,5,7/20/2015
4393,Art,70.368,2,9/8/2016
4394,Phones,59.96,5,9/8/2016
4407,Paper,9.08,2,11/20/2016
4408,Paper,314.55,3,11/20/2016
4409,Binders,4.91,1,11/20/2016
4418,Binders,478.24,8,4/9/2017
4421,Supplies,40.92,5,11/17/2015
4429,Chairs,1805.88,6,3/21/2017
4436,Binders,2.182,1,5/3/2016
4437,Art,27.384,7,5/3/2016
4438,Appliances,26.406,3,5/3/2016
4439,Paper,10.368,2,12/27/2016
4440,Paper,23.68,4,12/27/2016
4441,Accessories,109.95,1,7/22/2016
4442,Storage,965.85,5,7/22/2016
4443,Art,29.2,5,7/22/2016
4444,Paper,32.4,5,7/22/2016
4445,Envelopes,78.35,5,11/16/2014
4446,Paper,31.68,6,11/16/2014
4447,Binders,29.12,4,11/16/2014
4448,Storage,169.45,5,11/16/2014
4478,Storage,333.09,3,10/22/2017
4479,Tables,248.98,2,10/22/2017
4488,Binders,16.27,5,9/5/2015
4489,Supplies,69.12,9,9/5/2015
4490,Binders,4.47,3,9/5/2015
4502,Paper,25.92,5,6/30/2014
4503,Fasteners,21.312,6,6/30/2014
4511,Furnishings,37.3,2,11/10/2016
4512,Binders,81.96,2,11/10/2016
4514,Storage,10.784,1,9/6/2016
4516,Art,36.44,4,10/22/2017
4521,Accessories,62.31,3,2/20/2014
4522,Furnishings,20.32,4,2/20/2014
4530,Binders,2.296,2,11/14/2016
4542,Binders,5.936,7,6/16/2017
4543,Envelopes,325.86,2,3/30/2017
4544,Chairs,383.607,9,7/12/2015
4545,Phones,148.48,2,7/12/2015
4546,Phones,537.544,7,7/12/2015
4547,Binders,1.928,2,7/12/2015
4548,Art,6.912,3,7/12/2015
4549,Furnishings,7.76,1,7/12/2015
4550,Phones,659.168,4,7/12/2015
4555,Binders,56.82,3,2/27/2016
4559,Envelopes,49.568,2,12/31/2014
4560,Chairs,127.869,3,5/5/2014
4569,Binders,10.476,6,11/8/2015
4571,Art,21.24,3,5/25/2015
4572,Binders,127.96,2,5/25/2015
4574,Phones,657.93,7,12/12/2016
4575,Furnishings,33.48,4,12/12/2016
4576,Art,13.9,5,12/12/2016
4577,Storage,26.86,2,12/12/2016
4598,Supplies,21.81,3,8/28/2017
4599,Appliances,91.6,5,8/28/2017
4615,Appliances,62.79,3,9/5/2016
4616,Fasteners,28.44,9,9/5/2016
4617,Accessories,134.376,3,9/4/2015
4631,Furnishings,17.14,2,10/15/2015
4656,Storage,45.248,2,5/5/2014
4669,Binders,11.06,10,5/6/2017
4670,Bookcases,623.4648,7,5/6/2017
4671,Storage,772.68,5,5/6/2017
4672,Appliances,283.14,4,7/31/2016
4673,Phones,635.96,4,7/31/2016
4674,Phones,118.99,1,7/31/2016
4675,Furnishings,272.94,3,7/31/2016
4688,Phones,440.91,9,6/24/2016
4695,Binders,29.52,4,12/17/2015
4696,Chairs,302.94,3,12/17/2015
4697,Chairs,142.36,2,12/17/2015
4698,Chairs,546.66,9,12/17/2015
4699,Furnishings,212.13,3,12/17/2015
4700,Art,5.248,2,5/11/2017
4701,Storage,74.416,2,5/11/2017
4702,Paper,6.848,2,5/11/2017
4703,Furnishings,7.996,1,5/11/2017
4704,Appliances,8.712,2,6/24/2016
4713,Paper,36.288,7,12/16/2014
4714,Furnishings,56.568,2,12/16/2014
4722,Tables,268.935,3,6/7/2014
4730,Accessories,15.576,3,7/18/2016
4744,Fasteners,7.9,2,3/5/2017
4745,Storage,221.16,4,3/5/2017
4746,Binders,127.96,2,3/5/2017
4747,Binders,18.69,3,3/5/2017
4754,Accessories,22.368,4,12/12/2015
4758,Binders,43.372,7,4/30/2017
4767,Accessories,113.52,5,3/9/2015
4768,Phones,359.88,3,3/9/2015
4773,Furnishings,6.464,1,11/23/2017
4774,Labels,11.52,5,11/23/2017
4775,Phones,222.384,2,11/23/2017
4781,Chairs,683.144,4,11/7/2014
4782,Binders,1.476,3,11/7/2014
4783,Supplies,40.712,7,11/7/2014
4784,Paper,279.9,5,1/28/2017
4810,Paper,195.64,4,12/27/2015
4811,Phones,239.9,2,12/27/2015
4821,Appliances,463.248,8,4/7/2015
4822,Accessories,383.952,6,4/7/2015
4831,Appliances,245.88,6,11/7/2014
4832,Storage,36.63,3,11/7/2014
4833,Storage,22.58,2,11/7/2014
4834,Binders,12.39,3,11/7/2014
4860,Art,10.192,7,12/15/2017
4862,Phones,758.352,6,4/11/2014
4872,Fasteners,1.824,2,5/23/2017
4873,Appliances,18.32,5,5/23/2017
4874,Storage,48.816,3,5/23/2017
4875,Binders,1.188,1,5/23/2017
4886,Paper,114.2,5,12/16/2014
4905,Chairs,674.058,3,12/1/2014
4917,Art,67.144,7,10/9/2017
4918,Chairs,254.058,3,10/9/2017
4921,Binders,2.296,2,8/19/2017
4927,Tables,91.275,1,10/19/2017
4944,Storage,375.34,1,12/21/2017
4952,Paper,12.96,2,6/9/2015
4958,Binders,2.512,2,3/20/2015
4959,Fasteners,18.864,9,3/20/2015
4980,Supplies,20.568,3,12/9/2016
4981,Appliances,4.356,2,12/9/2016
4982,Accessories,19.04,4,12/9/2016
4992,Binders,1889.99,5,12/7/2017
5006,Storage,714.3,5,11/10/2015
5025,Binders,33.48,2,7/29/2017
5026,Phones,461.97,3,7/29/2017
5027,Appliances,137.62,2,7/29/2017
5028,Chairs,302.67,3,7/29/2017
5029,Accessories,239.976,3,9/2/2014
5035,Bookcases,687.4,5,8/9/2015
5038,Accessories,239.96,5,11/17/2017
5049,Binders,8.134,7,3/31/2014
5050,Accessories,79.984,2,3/31/2014
5054,Accessories,398.4,5,1/3/2015
5055,Art,7.056,3,1/3/2015
5056,Bookcases,1352.3976,9,1/3/2015
5062,Binders,43.98,2,5/8/2015
5063,Phones,377.97,3,5/8/2015
5064,Furnishings,123.96,3,5/8/2015
5069,Copiers,549.99,1,8/8/2014
5070,Appliances,167.535,3,8/8/2014
5071,Envelopes,38.34,3,8/8/2014
5072,Furnishings,53.88,6,8/8/2014
5073,Phones,299.98,2,8/8/2014
5076,Tables,744.1,5,4/20/2014
5077,Storage,44.84,5,4/20/2014
5078,Tables,401.59,2,4/20/2014
5079,Binders,18.24,3,11/11/2017
5086,Binders,5.792,2,6/19/2015
5094,Appliances,14.016,4,12/6/2014
5095,Tables,214.95,5,12/6/2014
5096,Phones,35.04,4,12/6/2014
5097,Furnishings,10.776,3,12/6/2014
5098,Binders,4.6,2,12/6/2014
5099,Storage,35.168,2,12/6/2014
5101,Art,4.448,2,3/17/2014
5102,Paper,5.184,1,3/17/2014
5103,Paper,15.552,3,3/17/2014
5113,Furnishings,17.496,9,11/13/2015
5114,Paper,15.552,3,1/31/2016
5138,Furnishings,30.36,4,11/13/2016
5155,Binders,28.4,4,8/7/2015
5156,Furnishings,212.94,3,8/7/2015
5157,Phones,1001.584,2,6/30/2017
5158,Chairs,569.058,3,6/30/2017
5159,Furnishings,14.224,2,6/30/2017
5163,Chairs,301.96,2,11/18/2016
5165,Art,-15.5,2,11/10/2014
5166,Paper,12.84,3,11/10/2014
5167,Paper,15.84,3,11/10/2014
5168,Chairs,563.94,3,11/10/2014
5169,Storage,62.94,3,11/10/2014
5170,Storage,535.41,3,11/10/2014
5171,Chairs,3504.9,5,5/27/2016
5172,Paper,144.12,3,5/27/2016
5173,Paper,314.55,3,5/27/2016
5175,Binders,2.072,2,10/19/2017
5176,Bookcases,328.3992,3,10/19/2017
5188,Accessories,199.96,4,9/13/2015
5189,Chairs,1516.2,7,9/13/2015
5190,Accessories,167.952,6,11/14/2017
5191,Art,45.04,2,11/14/2017
5199,Supplies,3930.072,3,3/3/2016
5200,Fasteners,2.304,1,3/3/2016
5201,Phones,431.976,3,3/3/2016
5202,Accessories,41.72,7,3/3/2016
5217,Envelopes,17.48,2,9/9/2017
5220,Chairs,498.26,7,9/1/2017
5221,Bookcases,212.94,3,6/14/2014
5222,Appliances,706.86,7,5/18/2017
5223,Phones,114.95,5,5/18/2017
5224,Binders,43.19,7,5/18/2017
5236,Appliances,54.96,3,11/19/2016
5243,Binders,3.318,3,8/4/2017
5248,Appliances,20.768,8,5/21/2015
5257,Paper,10.56,2,8/8/2016
5261,Phones,196.776,3,9/7/2014
5262,Binders,2.92,2,9/7/2014
5263,Tables,200.795,1,9/7/2014
5264,Accessories,46.688,4,9/7/2014
5265,Art,,3,9/7/2014
5278,Chairs,340.116,6,9/13/2014
5280,Accessories,13.48,1,9/7/2017
5281,Storage,85.52,2,10/7/2017
5282,Furnishings,6.16,2,9/5/2015
5283,Paper,36.84,3,9/5/2015
5290,Paper,17.904,2,9/8/2014
5291,Chairs,966.7,5,9/8/2014
5292,Paper,182.112,6,9/8/2014
5295,Labels,50.4,8,8/15/2017
5296,Paper,89.568,2,3/4/2017
5304,Chairs,37.296,2,11/16/2014
5305,Furnishings,8.544,2,9/21/2014
5309,Chairs,191.058,3,11/19/2017
5310,Art,13.04,5,11/19/2017
5311,Binders,1525.188,6,11/19/2017
5324,Paper,15.96,2,9/18/2017
5329,Phones,31.92,2,3/5/2015
5343,Envelopes,1.632,1,11/21/2014
5344,Phones,267.96,5,11/21/2014
5349,Binders,32.34,3,1/4/2015
5350,Paper,39.9,5,1/4/2015
5351,Paper,143.856,9,12/9/2017
5352,Paper,41.92,4,9/6/2016
5353,Phones,329.584,2,9/6/2016
5362,Storage,720.76,5,6/9/2017
5363,Furnishings,70.56,6,12/29/2016
5364,Appliances,81.96,2,12/29/2016
5366,Phones,151.192,1,11/20/2016
5371,Furnishings,273.96,2,4/8/2017
5372,Furnishings,306.9,3,4/8/2017
5373,Paper,15.552,3,10/24/2015
5374,Tables,347.361,7,10/24/2015
5375,Paper,10.368,2,10/24/2015
5382,Paper,25.92,5,9/5/2016
5383,Fasteners,15.808,8,9/5/2016
5384,Paper,10.368,2,9/5/2016
5414,Phones,224.75,5,9/11/2016
5415,Appliances,73.176,6,9/23/2017
5416,Paper,20.736,4,9/23/2017
5417,Phones,39.984,2,9/23/2017
5418,Binders,15.36,2,10/6/2014
5419,Paper,36.288,7,10/23/2015
5420,Phones,150.384,2,10/23/2015
5446,Envelopes,20.936,1,7/25/2016
5449,Supplies,357.93,3,9/12/2014
5450,Accessories,57.4,5,9/12/2014
5451,Binders,331.96,2,9/12/2014
5452,Furnishings,40.56,2,9/12/2014
5454,Paper,38.016,6,5/19/2017
5467,Paper,16.176,3,2/14/2014
5475,Storage,750.68,2,12/26/2017
5476,Labels,44.4,3,6/15/2017
5477,Storage,84.55,5,6/15/2017
5478,Paper,17.94,3,6/15/2017
5487,Binders,3.592,4,10/24/2015
5492,Storage,18.16,2,1/26/2017
5510,Paper,56.704,2,5/15/2017
5511,Phones,11.12,2,5/15/2017
5530,Paper,115.296,3,8/6/2017
5531,Phones,2479.96,4,12/2/2017
5539,Binders,17.43,3,4/13/2015
5540,Chairs,181.986,2,5/22/2017
5541,Binders,1.592,2,5/22/2017
5542,Supplies,22.344,3,5/22/2017
5551,Art,2.672,1,11/12/2014
5552,Supplies,16.656,6,11/12/2014
5553,Accessories,79.512,3,11/12/2014
5554,Paper,36.288,7,11/12/2014
5555,Bookcases,67.9932,1,11/12/2014
5565,Art,19.456,4,3/13/2017
5566,Machines,209.986,2,3/13/2017
5567,Art,29.76,5,3/13/2017
5568,Chairs,89.768,1,3/13/2017
5569,Copiers,959.984,2,3/13/2017
5570,Paper,15.552,3,3/13/2017
5571,Phones,34.36,1,3/13/2017
5603,Storage,14.16,1,8/27/2016
5604,Paper,79.92,5,8/27/2016
5620,Accessories,499.95,5,9/25/2016
5621,Art,3.04,1,9/25/2016
5622,Chairs,201.96,2,9/25/2016
5623,Furnishings,68.64,11,9/25/2016
5635,Binders,152.8,5,12/5/2015
5638,Furnishings,60.84,3,3/26/2017
5673,Envelopes,15.84,2,10/27/2017
5674,Paper,8.448,2,10/27/2017
5678,Furnishings,38.976,3,12/29/2014
5679,Fasteners,20.44,7,7/28/2016
5680,Paper,109.92,2,7/28/2016
5681,Binders,6.38,1,9/24/2016
5682,Paper,6.48,1,9/24/2016
5690,Chairs,275.058,3,12/26/2015
5697,Binders,27.396,9,10/14/2017
5698,Binders,13.456,1,10/14/2017
5699,Labels,11.84,1,11/5/2016
5713,Phones,36.792,1,7/31/2017
5716,Accessories,619.95,5,10/9/2015
5717,Phones,29.16,3,10/9/2015
5718,Envelopes,57.96,7,10/9/2015
5719,Appliances,29.403,3,10/9/2015
5720,Storage,81.4,5,3/29/2017
5725,Storage,331.536,3,9/22/2014
5727,Phones,946.344,7,5/4/2015
5728,Accessories,178.11,3,12/8/2017
5729,Appliances,1089.75,3,12/8/2017
5730,Labels,61.06,2,12/8/2017
5731,Bookcases,459.92,4,12/8/2017
5732,Paper,27.52,4,12/8/2017
5751,Tables,355.455,3,5/30/2014
5756,Appliances,3.16,4,10/14/2014
5757,Copiers,1999.96,5,10/14/2014
5767,Labels,60.144,6,10/8/2016
5768,Accessories,85.2,6,9/8/2017
5773,Copiers,599.99,1,11/26/2015
5774,Storage,23.968,2,8/31/2016
5800,Chairs,421.372,2,8/20/2014
5801,Phones,575.968,4,7/11/2014
5802,Paper,10.368,2,7/11/2014
5805,Storage,61.792,4,11/13/2017
5806,Bookcases,205.9992,3,11/13/2017
5830,Tables,581.96,2,12/3/2016
5831,Chairs,29.98,1,12/3/2016
5849,Appliances,715.64,2,11/10/2015
5850,Storage,795.51,3,11/10/2015
5851,Copiers,549.99,1,11/10/2015
5852,Binders,74.76,3,11/10/2015
5853,Furnishings,29.22,3,11/10/2015
5855,Storage,33.488,7,8/5/2015
5856,Supplies,23.04,3,8/5/2015
5857,Binders,1.362,1,8/5/2015
5858,Furnishings,14.76,5,8/5/2015
5872,Furnishings,127.95,3,9/24/2016
5891,Paper,38.432,1,11/21/2016
5892,Storage,21.568,2,11/21/2016
5893,Accessories,81.576,3,11/21/2016
5898,Furnishings,71.12,4,4/3/2016
5899,Phones,259.96,4,4/3/2016
5939,Phones,95.992,1,5/19/2017
5940,Labels,13.216,4,5/19/2017
5948,Binders,25.9,5,9/14/2015
