row_id,sub_category,sales,quantity,order_date
2226,Bookcases,72.294,1,3/19/2016
2230,Binders,673.568,2,3/31/2014
2231,Appliances,52.98,2,3/31/2014
2234,Phones,319.968,4,12/14/2015
2238,Supplies,44.4,5,7/15/2016
2240,Binders,1016.792,1,11/15/2016
2241,Binders,38.136,7,11/15/2016
2243,Storage,56.56,2,11/21/2017
2244,Art,5.56,2,11/21/2017
2245,Fasteners,9.02,2,11/21/2017
2246,Appliances,8.62,1,11/21/2017
2247,Phones,659.976,3,11/21/2017
2248,Paper,13.36,2,2/15/2015
2249,Binders,41.72,5,2/15/2015
2250,Binders,11.52,5,2/15/2015
2251,Appliances,541.44,6,2/15/2015
2252,Paper,19.44,3,2/15/2015
2253,Paper,143.7,3,4/15/2016
2254,Appliances,43.26,3,9/28/2015
2255,Appliances,43.56,2,9/28/2015
2258,Chairs,1212.96,7,6/16/2017
2259,Paper,18.54,2,6/16/2017
2260,Fasteners,5.0,1,11/8/2015
2261,Accessories,371.97,3,11/8/2015
2268,Paper,12.96,2,9/17/2017
2272,Storage,199.74,6,9/21/2015
2273,Furnishings,435.26,7,3/6/2015
2274,Copiers,1119.984,2,3/6/2015
2275,Tables,143.432,1,10/3/2014
2276,Chairs,122.352,3,10/3/2014
2280,Chairs,97.568,2,10/30/2017
2281,Chairs,614.272,8,10/30/2017
2282,Bookcases,199.98,2,10/30/2017
2289,Art,16.4,5,6/10/2017
2290,Tables,892.98,2,1/8/2017
2309,Chairs,280.792,1,6/11/2017
2310,Storage,68.448,4,6/11/2017
2311,Art,88.04,5,6/11/2017
2312,Art,15.872,1,6/11/2017
2313,Storage,215.592,3,6/11/2017
2321,Accessories,265.93,7,3/20/2017
2329,Envelopes,14.352,3,9/23/2017
2331,Storage,41.96,2,9/24/2016
2332,Paper,41.7,5,9/24/2016
2349,Binders,9.024,6,12/2/2017
2350,Binders,69.456,2,12/2/2017
2351,Paper,10.86,2,12/2/2017
2352,Appliances,-44.67,3,12/2/2017
2353,Art,10.08,6,12/2/2017
2354,Bookcases,1552.831,7,8/31/2015
2355,Binders,137.24,5,8/31/2015
2356,Accessories,36.51,1,8/31/2015
2357,Machines,239.976,3,8/31/2015
2367,Chairs,120.712,1,11/24/2014
2379,Paper,32.75,5,12/6/2015
2383,Appliances,176.04,4,3/25/2017
2384,Art,16.02,9,3/25/2017
2385,Binders,185.92,4,3/25/2017
2386,Phones,211.168,4,3/25/2017
2387,Copiers,479.984,2,3/25/2017
2388,Fasteners,7.86,2,12/12/2015
2389,Binders,24.448,2,12/12/2015
2398,Labels,5.76,2,8/14/2017
2399,Art,16.68,6,8/14/2017
2405,Accessories,1115.91,9,10/7/2017
2406,Phones,128.744,7,10/7/2017
2407,Phones,79.92,10,10/7/2017
2408,Art,24.2,5,1/20/2017
2409,Phones,359.976,3,1/20/2017
2410,Furnishings,211.84,8,3/23/2017
2412,Binders,7.52,5,6/7/2015
2413,Paper,11.96,2,11/12/2014
2414,Tables,629.064,3,11/12/2014
2417,Accessories,595.0,5,10/12/2017
2418,Binders,79.872,3,10/12/2017
2419,Machines,2396.4,10,5/21/2016
2420,Storage,63.56,2,11/9/2017
2421,Accessories,99.99,1,11/9/2017
2431,Labels,58.48,8,5/13/2017
2432,Furnishings,7.4,2,12/28/2017
2437,Furnishings,545.85,9,7/3/2017
2438,Tables,145.98,2,11/18/2014
2439,Paper,35.808,4,11/18/2014
2447,Envelopes,17.48,2,9/25/2015
2450,Binders,29.12,5,11/5/2016
2461,Paper,29.97,3,7/11/2015
2462,Binders,98.352,3,7/11/2015
2474,Chairs,217.584,2,11/3/2016
2475,Accessories,82.95,5,11/3/2016
2476,Labels,87.71,7,11/3/2016
2477,Appliances,1101.48,4,11/3/2016
2478,Tables,1322.352,3,9/4/2017
2482,Storage,1003.62,6,12/24/2017
2483,Phones,35.168,4,8/28/2017
2484,Tables,1137.75,5,8/28/2017
2485,Binders,99.68,5,8/28/2017
2486,Art,5.56,2,8/28/2017
2492,Paper,90.24,6,12/13/2014
2497,Storage,64.17,3,9/26/2015
2498,Envelopes,124.46,2,9/26/2015
2499,Binders,9.584,1,5/19/2016
2504,Labels,7.38,2,11/14/2016
2505,Storage,,4,7/25/2014
2506,Supplies,8187.65,5,7/25/2014
2507,Furnishings,77.92,8,7/25/2014
2509,Phones,196.776,3,3/2/2017
2510,Accessories,479.94,6,3/2/2017
2536,Accessories,46.32,4,9/6/2015
2540,Chairs,1348.704,6,7/16/2015
2541,Chairs,700.152,3,7/16/2015
2542,Furnishings,111.888,7,4/30/2016
2546,Storage,205.92,4,4/16/2017
2547,Bookcases,102.833,1,4/16/2017
2548,Art,2.304,1,8/16/2015
2549,Phones,1879.96,5,8/16/2015
2550,Paper,313.024,8,8/16/2015
2551,Labels,5.04,2,8/16/2015
2559,Bookcases,1406.86,7,5/31/2015
2560,Labels,15.75,5,5/31/2015
2561,Storage,323.1,2,5/31/2015
2567,Binders,25.12,5,11/1/2017
2568,Tables,2665.62,9,11/1/2017
2589,Storage,5.98,1,5/5/2016
2590,Phones,246.168,3,5/5/2016
2607,Art,16.99,1,3/4/2016
2614,Chairs,41.568,2,4/28/2016
2615,Chairs,230.28,3,4/26/2014
2616,Binders,18.288,6,4/26/2014
2617,Labels,5.78,2,4/1/2017
2618,Binders,121.68,13,4/1/2017
2619,Art,4.17,3,12/22/2017
2620,Phones,67.04,4,12/22/2017
2621,Storage,37.32,3,12/22/2017
2622,Labels,18.45,5,12/22/2017
2632,Furnishings,39.96,2,5/15/2017
2633,Chairs,42.624,2,5/15/2017
2634,Chairs,220.96,1,5/15/2017
2637,Storage,323.1,2,8/15/2015
2651,Bookcases,424.9575,5,9/26/2016
2652,Binders,10.776,3,9/17/2017
2653,Binders,11.784,3,9/17/2017
2654,Paper,164.88,3,9/17/2017
2655,Bookcases,1292.94,3,9/17/2017
2656,Binders,25.584,2,9/17/2017
2657,Storage,261.74,2,9/17/2017
2658,Labels,14.4,5,9/17/2017
2659,Envelopes,10.86,3,8/16/2016
2660,Chairs,883.84,4,12/24/2015
2669,Chairs,40.784,1,8/25/2015
2670,Appliances,105.96,4,8/25/2015
2675,Paper,166.44,3,12/3/2017
2678,Binders,11.088,7,6/21/2014
2679,Binders,25.164,2,6/21/2014
2685,Binders,312.552,9,6/29/2017
2689,Paper,15.7,5,11/12/2015
2692,Paper,15.48,3,8/28/2016
2693,Phones,108.576,3,8/28/2016
2694,Furnishings,109.9,5,1/22/2016
2706,Supplies,16.68,2,6/16/2017
2707,Paper,19.44,3,6/16/2017
2708,Paper,192.16,4,6/16/2017
2709,Furnishings,227.36,7,1/30/2015
2710,Machines,1919.976,3,1/30/2015
2715,Art,13.9,5,12/1/2015
2719,Storage,124.36,2,12/21/2017
2724,Labels,14.45,5,10/4/2014
2725,Binders,95.648,2,10/4/2014
2730,Art,6.63,3,2/13/2017
2731,Accessories,799.96,4,2/13/2017
2732,Furnishings,107.53,1,2/13/2017
2735,Paper,49.12,4,2/21/2015
2743,Furnishings,35.34,2,11/4/2014
2744,Furnishings,257.64,6,6/20/2015
2745,Phones,125.976,3,6/20/2015
2750,Chairs,585.552,3,6/8/2014
2751,Storage,423.28,11,8/8/2014
2752,Chairs,225.296,2,5/26/2014
2753,Art,5.56,2,4/17/2015
2754,Accessories,323.37,3,4/17/2015
2755,Phones,783.96,5,4/17/2015
2756,Appliances,1447.65,5,4/17/2015
2757,Paper,11.96,2,4/17/2015
2761,Paper,48.4,5,5/26/2014
2762,Accessories,0.99,1,10/12/2017
2763,Binders,101.84,5,10/12/2017
2776,Storage,154.44,3,10/21/2016
2777,Appliances,60.984,7,12/21/2015
2778,Bookcases,195.466,2,7/17/2015
2786,Chairs,601.536,4,9/21/2015
2787,Fasteners,7.9,2,9/21/2015
2794,Phones,1075.088,14,4/12/2014
2795,Phones,438.368,4,4/12/2014
2796,Binders,18.088,7,4/12/2014
2797,Bookcases,308.499,3,4/12/2014
2802,Art,7.88,1,11/1/2015
2803,Furnishings,41.37,3,11/3/2017
2804,Paper,12.84,3,5/12/2015
2805,Paper,25.68,6,5/12/2015
2807,Fasteners,9.42,2,7/25/2015
2808,Paper,12.96,2,7/25/2015
2809,Bookcases,704.9,5,7/25/2015
2810,Chairs,561.568,2,7/25/2015
2820,Binders,6.72,5,5/5/2016
2821,Tables,298.776,3,5/5/2016
2822,Phones,302.376,3,12/31/2016
2832,Storage,443.92,5,11/1/2014
2833,Phones,155.976,3,11/1/2014
2836,Appliances,10.89,1,11/11/2017
2837,Paper,19.44,3,11/11/2017
2838,Binders,121.6,5,11/11/2017
2857,Chairs,1603.136,4,8/26/2016
2864,Storage,31.44,3,8/13/2017
2865,Appliances,83.79,7,8/13/2017
2866,Art,59.52,3,8/13/2017
2867,Supplies,31.92,4,8/13/2017
2871,Paper,74.352,3,3/22/2014
2872,Chairs,314.352,3,3/22/2014
2873,Art,4.26,1,6/15/2017
2874,Storage,811.28,8,11/16/2017
2876,Chairs,153.568,2,1/21/2016
2877,Chairs,1013.488,7,1/21/2016
2884,Furnishings,6.96,4,11/11/2016
2885,Binders,17.456,2,1/30/2016
2886,Chairs,307.92,5,10/18/2016
2887,Art,6.63,3,12/18/2017
2888,Paper,12.96,2,12/18/2017
2889,Paper,32.4,5,12/18/2017
2890,Paper,23.85,5,11/2/2017
2906,Storage,310.12,2,9/26/2014
2910,Fasteners,11.22,3,2/19/2017
2922,Storage,129.3,2,1/30/2017
2931,Binders,6.608,2,8/8/2015
2932,Binders,7.28,2,8/8/2015
2933,Chairs,144.784,1,8/8/2015
2934,Phones,156.792,1,12/6/2016
2935,Phones,431.976,3,12/6/2016
2936,Envelopes,35.89,1,12/6/2016
2937,Binders,47.208,7,12/6/2016
2938,Paper,248.08,7,12/6/2016
2939,Paper,189.7,5,12/6/2016
2940,Binders,59.808,3,12/6/2016
2944,Storage,305.01,9,11/19/2017
2945,Furnishings,18.7,1,11/19/2017
2946,Furnishings,38.29,7,11/4/2016
2947,Furnishings,26.25,3,12/14/2017
2948,Binders,64.96,14,12/14/2017
2949,Envelopes,43.7,5,12/14/2017
2950,Accessories,41.6,4,11/12/2017
2951,Paper,23.12,5,11/12/2017
2952,Chairs,113.888,2,11/12/2017
2953,Furnishings,113.568,2,11/12/2017
2954,Phones,7.92,2,11/12/2017
2955,Phones,671.984,2,11/12/2017
2959,Binders,19.936,4,12/24/2015
2960,Fasteners,45.92,4,12/24/2015
2961,Paper,20.34,3,4/26/2017
2962,Labels,39.28,8,4/26/2017
2963,Chairs,81.568,2,12/16/2017
2964,Chairs,97.184,2,12/16/2017
2965,Binders,24.32,5,12/16/2017
2966,Furnishings,18.96,2,12/16/2017
2982,Chairs,123.136,4,7/12/2014
2983,Binders,11.264,4,7/12/2014
2984,Storage,53.424,3,12/6/2014
2985,Tables,275.49,1,12/6/2014
2989,Accessories,12.99,1,2/21/2016
2990,Binders,18.56,4,2/21/2016
2991,Storage,449.15,5,2/21/2016
2992,Binders,31.248,7,2/21/2016
2995,Binders,55.36,4,9/9/2016
2996,Storage,55.92,5,7/14/2014
3008,Binders,34.272,3,10/24/2014
3011,Binders,12.03,5,4/17/2017
3012,Machines,2549.985,5,4/17/2017
3013,Binders,21.594,2,4/17/2017
3014,Binders,8.964,6,4/17/2017
3015,Paper,20.736,4,4/17/2017
3020,Fasteners,5.04,3,11/8/2015
3021,Paper,92.94,3,11/8/2015
3022,Furnishings,66.69,3,11/8/2015
3023,Binders,91.68,5,11/8/2015
3028,Binders,8.288,2,8/24/2014
3030,Phones,403.168,4,3/24/2016
3033,Chairs,195.136,4,11/21/2016
3040,Tables,171.288,3,10/3/2017
3042,Paper,12.96,2,9/11/2017
3043,Envelopes,22.18,2,9/11/2017
3044,Chairs,2054.272,8,9/11/2017
3048,Binders,43.176,7,9/30/2014
3051,Furnishings,41.96,2,10/6/2017
3052,Appliances,227.84,4,10/6/2017
3053,Paper,37.94,2,10/6/2017
3057,Envelopes,8.96,2,10/19/2017
3058,Labels,31.5,10,10/19/2017
3059,Furnishings,30.56,2,10/19/2017
3060,Tables,24.368,2,10/19/2017
3065,Storage,90.8,8,3/13/2017
3066,Phones,140.736,8,3/13/2017
3067,Accessories,214.95,5,3/13/2017
3068,Paper,45.36,7,3/13/2017
3069,Paper,288.24,6,3/13/2017
3074,Storage,114.46,2,1/3/2016
3075,Bookcases,120.666,2,10/3/2015
3079,Art,31.84,8,5/21/2014
3080,Paper,12.96,2,9/4/2017
3081,Phones,43.176,3,9/4/2017
3113,Machines,837.6,3,8/23/2016
3114,Envelopes,135.9,5,8/23/2016
3115,Paper,34.68,6,8/23/2016
3116,Chairs,532.704,6,8/23/2016
3117,Appliances,43.1,5,8/23/2016
3118,Supplies,15.88,4,8/23/2016
3129,Furnishings,44.46,2,12/16/2014
3130,Chairs,241.568,2,12/16/2014
3131,Accessories,395.0,5,12/16/2014
3132,Phones,627.168,4,12/16/2014
3146,Chairs,963.136,4,2/11/2017
3147,Phones,88.776,3,2/11/2017
3148,Art,32.4,5,6/30/2014
3150,Labels,31.05,3,12/20/2014
3156,Paper,93.024,3,8/3/2014
3162,Envelopes,15.56,2,9/21/2014
3163,Envelopes,78.35,5,9/21/2014
3164,Art,59.52,3,9/21/2014
3165,Paper,38.52,9,9/21/2014
3166,Phones,239.984,2,9/21/2014
3167,Paper,19.35,3,9/21/2014
3176,Bookcases,180.588,2,9/23/2017
3177,Accessories,,2,9/23/2017
3189,Labels,3.75,1,10/20/2017
3190,Binders,20.928,4,10/20/2017
3198,Binders,3.366,3,7/10/2015
3203,Phones,601.536,8,11/10/2014
3204,Accessories,10.99,1,11/10/2014
3205,Furnishings,39.88,2,11/10/2014
3206,Paper,62.24,8,11/10/2014
3207,Furnishings,53.2,5,11/10/2014
3208,Labels,39.84,8,11/10/2014
3209,Accessories,349.95,5,1/9/2016
3210,Phones,377.928,9,1/9/2016
3216,Labels,75.18,6,7/8/2017
3217,Accessories,149.97,3,5/13/2014
3223,Paper,9.408,2,10/2/2014
3224,Fasteners,4.672,2,10/2/2014
3225,Phones,318.4,2,10/2/2014
3226,Envelopes,12.768,6,10/2/2014
3227,Supplies,15.36,2,10/2/2014
3228,Phones,230.376,3,10/2/2014
3229,Accessories,7.16,1,10/2/2014
3235,Binders,3.984,1,4/24/2016
3246,Accessories,49.08,3,12/10/2017
3247,Storage,324.9,5,12/10/2017
3248,Art,18.24,3,12/10/2017
3249,Chairs,113.888,2,9/17/2016
3250,Phones,105.584,2,9/17/2016
3255,Phones,107.984,1,7/8/2016
3256,Binders,19.296,3,7/8/2016
3262,Accessories,99.98,2,11/17/2014
3263,Paper,733.95,7,11/17/2014
3264,Appliances,241.44,3,11/17/2014
3272,Accessories,7.92,8,12/27/2015
3273,Chairs,203.92,5,2/9/2015
3274,Copiers,3359.952,6,5/8/2017
3288,Phones,494.376,3,12/13/2015
3289,Binders,29.2,5,12/13/2015
3290,Accessories,248.85,5,12/13/2015
3291,Accessories,36.24,1,12/13/2015
3293,Supplies,11.91,3,12/26/2014
3294,Furnishings,3.48,2,12/26/2014
3297,Binders,19.194,7,5/23/2015
3298,Appliances,121.792,4,5/23/2015
3299,Machines,1919.976,3,11/16/2017
3313,Chairs,603.92,5,9/27/2014
3314,Paper,81.98,2,9/27/2014
3318,Art,181.35,9,9/11/2015
3319,Labels,8.64,3,9/11/2015
3335,Art,17.12,4,8/21/2017
3336,Phones,431.968,4,8/21/2017
3337,Furnishings,129.92,4,8/21/2017
3338,Tables,568.728,3,8/21/2017
3339,Binders,117.144,9,8/21/2017
3340,Appliances,203.52,3,8/21/2017
3341,Labels,51.75,5,8/21/2017
3348,Art,50.8,5,8/13/2015
3350,Binders,15.712,4,8/17/2016
3352,Bookcases,435.999,3,9/23/2014
3353,Phones,83.984,2,9/23/2014
3366,Bookcases,290.666,2,1/31/2014
3369,Bookcases,141.96,2,11/21/2015
3370,Binders,66.048,4,11/21/2015
3372,Binders,25.824,6,9/23/2017
3373,Appliances,160.96,2,9/23/2017
3392,Phones,1091.168,4,8/9/2014
3393,Phones,219.168,2,8/9/2014
3405,Storage,77.88,2,10/17/2015
3411,Paper,65.79,9,9/20/2016
3412,Binders,271.984,2,9/20/2016
3413,Art,11.76,4,9/20/2016
3414,Paper,77.52,2,9/20/2016
3415,Binders,48.64,2,9/20/2016
3418,Appliances,43.56,5,4/27/2015
3419,Supplies,5.84,2,4/27/2015
3421,Appliances,262.24,2,5/28/2016
3422,Paper,182.72,8,5/28/2016
3423,Accessories,131.6,7,5/28/2016
3424,Binders,22.72,4,5/28/2016
3425,Machines,558.4,2,5/28/2016
3431,Storage,29.79,3,12/8/2017
3432,Furnishings,128.9,2,12/8/2017
3433,Paper,60.12,9,12/8/2017
3434,Binders,24.816,3,12/5/2017
3435,Binders,14.976,6,12/5/2017
3441,Binders,4.304,1,11/29/2015
3449,Binders,27.264,2,10/7/2016
3450,Appliances,56.65,5,9/8/2014
3451,Storage,14.97,1,9/8/2014
3452,Fasteners,4.02,2,9/8/2014
3471,Furnishings,16.74,2,12/1/2016
3478,Accessories,92.52,9,8/31/2014
3479,Art,8.56,2,12/8/2016
3480,Paper,45.36,7,12/8/2016
3481,Tables,1421.664,6,12/8/2016
3497,Tables,513.024,2,8/8/2016
3498,Appliances,487.92,6,8/8/2016
3499,Binders,15.24,5,8/8/2016
3521,Binders,12.832,2,4/10/2015
3524,Accessories,116.0,8,9/5/2016
3529,Phones,38.24,4,6/24/2016
3533,Machines,287.968,4,4/18/2014
3534,Art,13.12,4,4/18/2014
3535,Art,10.75,5,4/18/2014
3536,Fasteners,11.62,2,4/18/2014
3555,Storage,330.4,2,3/23/2014
3556,Phones,604.752,6,3/23/2014
3557,Paper,45.36,7,12/1/2017
3558,Binders,10.128,2,12/1/2017
3559,Binders,21.792,4,11/7/2017
3560,Accessories,439.8,4,11/7/2017
3565,Paper,12.96,2,7/3/2016
3566,Fasteners,3.96,2,7/3/2016
3569,Accessories,59.98,2,7/3/2017
3570,Machines,2395.2,6,7/3/2017
3571,Accessories,1687.8,4,7/3/2017
3572,Phones,7.992,1,7/3/2017
3577,Binders,4.784,1,6/7/2016
3578,Paper,4.73,1,6/7/2016
3587,Art,5.96,2,9/3/2017
3601,Accessories,431.928,9,6/26/2017
3618,Binders,487.984,2,9/4/2017
3619,Phones,5.56,1,9/4/2017
3620,Storage,217.85,5,9/4/2017
3625,Chairs,681.408,12,5/19/2017
3626,Art,3.52,2,5/19/2017
3627,Art,5.58,1,5/19/2017
3628,Accessories,-44.67,1,5/19/2017
3629,Binders,2060.744,7,8/9/2014
3632,Storage,69.52,2,5/3/2017
3633,Storage,763.44,8,5/3/2017
3643,Binders,487.984,2,12/20/2014
3644,Art,47.3,2,12/20/2014
3645,Art,4.13,1,12/20/2014
3646,Binders,155.12,5,12/20/2014
3647,Paper,6.48,1,7/25/2014
3648,Supplies,15.52,4,7/25/2014
3661,Supplies,33.8,5,7/18/2016
3665,Labels,27.888,7,12/8/2014
3666,Binders,6.456,4,12/8/2014
3667,Phones,52.68,3,12/8/2014
3668,Supplies,13.88,5,12/8/2014
3669,Accessories,103.92,10,12/8/2014
3670,Labels,11.52,5,12/8/2014
3671,Paper,10.368,2,12/8/2014
3672,Storage,39.072,3,12/8/2014
3677,Furnishings,44.46,2,12/5/2015
3687,Art,9.84,3,12/13/2016
3689,Paper,25.344,6,6/2/2017
3690,Envelopes,43.92,5,6/2/2017
3691,Machines,59.994,2,10/30/2015
3692,Copiers,439.992,1,10/30/2015
3693,Phones,87.96,5,10/30/2015
3694,Furnishings,15.488,4,10/30/2015
3698,Furnishings,141.96,2,11/19/2015
3699,Storage,79.4,5,9/13/2014
3711,Tables,510.24,3,10/15/2017
3712,Paper,204.95,5,10/15/2017
3713,Accessories,11.54,1,4/21/2017
3714,Furnishings,162.6,3,4/21/2017
3715,Paper,45.68,2,12/8/2014
3716,Chairs,603.92,5,12/8/2014
3724,Binders,551.985,5,12/30/2014
3726,Appliances,18.72,2,12/26/2016
3748,Furnishings,198.46,2,8/27/2017
3749,Appliances,321.92,4,8/27/2017
3750,Copiers,879.984,2,8/27/2017
3751,Supplies,28.4,5,8/27/2017
3752,Chairs,230.28,3,8/27/2017
3753,Paper,116.28,3,8/27/2017
3754,Binders,841.568,2,8/27/2017
3755,Storage,354.9,5,8/27/2017
3759,Art,11.68,2,9/18/2015
3760,Supplies,16.9,2,9/18/2015
3761,Furnishings,24.4,2,9/18/2015
3771,Tables,2003.52,6,12/17/2016
3778,Furnishings,665.88,6,5/3/2015
3787,Storage,1085.42,7,10/31/2016
3791,Binders,180.96,6,7/5/2014
3795,Storage,57.23,1,1/27/2014
3796,Tables,333.0,3,1/27/2014
3797,Art,36.44,4,1/27/2014
3836,Fasteners,2.368,2,4/8/2014
3837,Paper,19.008,3,4/8/2014
3838,Phones,911.984,2,7/26/2014
3839,Chairs,674.352,3,7/26/2014
3840,Furnishings,134.01,9,7/26/2014
3841,Accessories,170.97,3,7/26/2014
3843,Binders,7.184,2,10/28/2014
3844,Supplies,6.28,2,10/28/2014
3845,Supplies,480.74,2,10/28/2014
3846,Bookcases,616.998,6,10/28/2014
3847,Storage,141.4,5,10/28/2014
3854,Furnishings,4.95,1,6/6/2017
3855,Storage,26.4,5,6/6/2017
3859,Accessories,447.944,7,12/20/2014
3864,Art,10.64,4,10/17/2017
3866,Accessories,238.0,2,7/27/2014
3868,Accessories,148.32,9,10/23/2015
3869,Chairs,240.784,1,10/23/2015
3870,Chairs,191.968,7,10/23/2015
3871,Paper,11.56,2,10/23/2015
3872,Envelopes,11.8,4,10/23/2015
3873,Chairs,842.352,3,10/23/2015
3881,Paper,9.568,2,6/15/2015
3882,Storage,82.368,2,6/15/2015
3883,Furnishings,364.704,6,6/15/2015
3884,Furnishings,40.256,4,6/15/2015
3891,Accessories,659.9,2,11/24/2016
3892,Chairs,1684.752,6,11/24/2016
3893,Accessories,559.92,8,11/24/2016
3903,Storage,270.34,14,10/2/2015
3915,Tables,801.6,5,7/18/2017
3916,Chairs,161.568,2,7/18/2017
3917,Paper,16.096,2,7/18/2017
3918,Binders,7.656,4,7/18/2017
3919,Chairs,311.976,3,7/18/2017
3925,Storage,30.28,2,9/17/2014
3926,Storage,57.93,3,9/17/2014
3927,Furnishings,35.34,2,9/17/2014
3928,Binders,137.24,5,9/17/2014
3934,Art,9.4,5,9/2/2017
3935,Labels,74.0,5,9/2/2017
3936,Phones,201.584,2,9/2/2017
3945,Paper,17.34,3,5/16/2016
3953,Phones,159.984,2,3/1/2016
3957,Furnishings,22.14,3,6/26/2016
3963,Art,12.84,3,2/19/2017
3964,Furnishings,44.67,3,2/19/2017
3968,Binders,40.635,7,5/20/2016
3971,Paper,53.82,9,11/22/2014
3978,Fasteners,8.94,3,10/2/2017
3979,Phones,84.784,2,10/2/2017
3982,Furnishings,22.77,3,12/15/2017
3983,Chairs,287.968,4,7/7/2016
3984,Copiers,2799.96,5,7/7/2016
3985,Paper,48.94,1,7/7/2016
3986,Bookcases,257.499,3,4/17/2016
4001,Furnishings,63.47,11,10/11/2014
4002,Accessories,345.0,5,10/11/2014
4009,Art,6.848,2,12/18/2015
4010,Furnishings,474.43,11,1/1/2017
4024,Bookcases,556.665,5,10/27/2017
4025,Phones,95.84,4,10/27/2017
4032,Appliances,236.88,6,9/26/2016
4033,Paper,29.9,5,9/26/2016
4034,Accessories,100.0,4,9/26/2016
4038,Furnishings,24.9,5,12/29/2014
4039,Paper,21.12,4,12/29/2014
4040,Machines,767.952,6,12/29/2014
4041,Binders,14.352,3,12/29/2014
4042,Phones,191.976,3,12/29/2014
4043,Labels,274.77,9,12/29/2014
4044,Furnishings,70.56,6,12/29/2014
4045,Furnishings,204.85,5,6/25/2015
4059,Phones,72.744,7,11/20/2015
4060,Chairs,572.16,3,11/20/2015
4062,Binders,25.032,3,9/17/2015
4081,Paper,60.048,9,9/25/2016
4082,Binders,5.022,1,9/25/2016
4085,Binders,7.857,3,9/7/2017
4086,Phones,302.384,2,8/4/2016
4087,Binders,20.952,3,8/4/2016
4088,Binders,11.784,3,8/4/2016
4105,Phones,159.96,5,8/7/2017
4106,Binders,13.76,2,8/7/2017
4116,Binders,1219.96,5,11/24/2016
4117,Binders,3.168,2,11/24/2015
4118,Paper,19.44,3,11/24/2015
4119,Storage,454.86,7,11/24/2015
4120,Binders,91.392,8,11/24/2015
4122,Paper,37.44,6,5/11/2017
4123,Labels,37.59,3,5/11/2017
4124,Binders,26.032,2,5/11/2017
4130,Appliances,73.28,4,3/29/2015
4136,Binders,112.12,5,10/2/2017
4137,Storage,1575.14,7,10/2/2017
4144,Art,12.74,7,1/30/2017
4145,Art,8.82,3,1/30/2017
4146,Chairs,120.784,1,1/30/2017
4165,Accessories,169.064,7,1/14/2017
4166,Storage,168.624,9,1/14/2017
4168,Storage,31.92,4,10/11/2014
4169,Chairs,433.568,2,10/11/2014
4170,Paper,31.104,6,4/13/2015
4171,Paper,54.816,3,4/13/2015
4172,Storage,48.86,7,11/16/2017
4176,Art,56.3,2,11/29/2015
4179,Paper,46.35,5,6/16/2016
4180,Binders,14.976,9,3/6/2017
4193,Tables,696.42,2,11/16/2015
4194,Phones,304.776,3,11/16/2015
4195,Art,51.98,2,6/18/2015
4196,Furnishings,24.7,5,4/8/2016
4217,Labels,9.24,3,2/18/2015
4218,Bookcases,482.664,8,4/1/2017
4219,Machines,4799.984,2,4/1/2017
4220,Paper,37.94,2,6/11/2017
4221,Binders,18.288,6,6/11/2017
4222,Machines,385.8,5,6/11/2017
4223,Storage,102.96,2,6/11/2017
4224,Bookcases,174.42,3,6/11/2017
4228,Chairs,61.584,1,1/5/2015
4239,Art,19.83,1,3/26/2017
4241,Appliances,43.92,4,9/20/2014
4242,Binders,20.232,3,9/20/2014
4245,Accessories,66.3,3,3/26/2014
4258,Binders,9.762,2,9/4/2015
4259,Chairs,196.784,2,3/14/2016
4270,Tables,871.4,4,6/25/2017
4273,Phones,71.928,9,7/21/2017
4274,Art,25.99,1,7/21/2017
4275,Binders,3.592,1,10/23/2015
4277,Storage,323.1,2,8/18/2017
4291,Art,11.16,2,12/9/2017
4292,Tables,896.328,9,12/9/2017
4293,Appliances,189.0,1,12/9/2017
4295,Tables,177.225,5,10/22/2017
4296,Furnishings,129.39,3,7/3/2017
4297,Storage,54.32,4,9/4/2017
4305,Furnishings,63.92,4,10/26/2014
4306,Phones,383.96,5,10/26/2014
4307,Binders,7.752,3,6/28/2016
4308,Binders,33.568,2,6/28/2016
4309,Phones,666.344,7,11/4/2014
4310,Tables,573.728,4,11/4/2014
4311,Binders,21.936,3,11/4/2014
4312,Paper,19.44,3,11/4/2014
4313,Machines,447.968,4,11/4/2014
4315,Art,20.96,2,6/25/2015
4316,Binders,88.752,3,6/25/2015
4317,Storage,304.23,3,6/25/2015
4318,Envelopes,167.86,2,7/26/2015
4320,Phones,,3,12/29/2014
4321,Storage,33.29,1,12/29/2014
4332,Accessories,19.99,1,9/1/2017
4333,Binders,22.92,5,9/1/2017
4336,Envelopes,7.92,1,12/20/2015
4337,Furnishings,14.368,2,12/20/2015
4338,Accessories,107.97,3,11/27/2015
4339,Paper,113.82,3,11/27/2015
4343,Binders,19.824,6,3/19/2017
4344,Phones,657.504,6,3/19/2017
4345,Accessories,99.54,2,3/19/2017
4346,Accessories,199.96,4,3/19/2017
4349,Binders,20.724,2,11/24/2017
4350,Storage,415.872,8,11/24/2017
4353,Phones,95.84,4,12/10/2017
4354,Paper,12.96,2,12/10/2017
4376,Furnishings,303.25,5,4/25/2014
4377,Appliances,270.72,3,4/25/2014
4378,Chairs,1487.04,5,4/25/2014
4381,Art,60.45,3,10/25/2015
4382,Tables,253.176,3,10/25/2015
