transaction_id,product_category,revenue,units,date
2224,Chairs,70.686,1,12/6/2015
2225,Paper,54.816,3,7/31/2017
2229,Tables,330.588,1,10/1/2016
2235,Accessories,205.03,7,12/5/2017
2242,Phones,494.982,3,11/26/2016
2256,Phones,437.85,3,9/17/2016
2257,Furnishings,109.48,2,9/17/2016
2262,Accessories,166.24,1,12/18/2015
2269,Paper,6.48,1,12/20/2017
2270,Binders,6.984,1,12/20/2017
2283,Paper,48.16,7,9/3/2016
2288,Appliances,17.48,5,6/1/2017
2294,Phones,4.95,1,11/1/2015
2295,Furnishings,181.95,3,12/23/2017
2296,Paper,13.52,4,11/1/2015
2297,Furnishings,259.7,5,11/1/2015
2298,Phones,42.95,1,11/1/2015
2299,Accessories,1399.93,7,11/1/2015
2300,Phones,503.96,4,11/1/2015
2308,Accessories,390.75,5,11/5/2017
2326,Binders,79.872,3,9/15/2015
2327,Bookcases,46.384,1,9/15/2015
2328,Paper,12.96,2,9/15/2015
2330,Furnishings,547.136,4,12/25/2015
2336,Envelopes,10.86,3,12/10/2017
2337,Appliances,426.79,7,12/10/2017
2338,Paper,25.92,4,8/23/2014
2339,Paper,45.92,4,8/23/2014
2340,Art,10.72,2,8/19/2014
2342,Furnishings,63.2,5,12/31/2014
2343,Accessories,113.97,3,12/31/2014
2358,Tables,1579.746,7,3/17/2014
2359,Tables,1071.576,4,3/17/2014
2360,Tables,613.908,3,3/17/2014
2361,Paper,34.86,7,3/17/2014
2362,Paper,155.04,4,3/17/2014
2363,Binders,13.71,5,4/16/2017
2368,Paper,23.12,4,2/10/2017
2369,Furnishings,532.704,6,9/23/2016
2370,Art,4.912,2,9/23/2016
2371,Accessories,252.0,4,7/7/2017
2377,Binders,76.776,4,8/19/2014
2378,Supplies,9.184,2,8/19/2014
2380,Fasteners,7.216,2,5/6/2016
2381,Paper,49.568,2,5/6/2016
2382,Furnishings,54.712,7,5/6/2016
2390,Paper,6.48,1,12/6/2015
2391,Paper,41.86,7,12/6/2015
2392,Accessories,1619.91,9,12/6/2015
2393,Furnishings,113.92,4,12/6/2015
2394,Art,39.68,2,3/17/2016
2395,Accessories,37.6,2,11/14/2015
2396,Accessories,59.9,2,11/14/2015
2397,Paper,37.0,5,11/14/2015
2411,Fasteners,5.68,2,8/1/2014
2416,Bookcases,301.96,2,7/6/2015
2424,Accessories,158.928,7,12/25/2017
2425,Binders,13.023,1,12/25/2017
2426,Tables,273.06,2,12/25/2017
2427,Fasteners,39.312,13,12/25/2017
2433,Chairs,366.786,7,3/25/2014
2441,Phones,345.0,5,5/22/2016
2442,Tables,174.286,2,5/22/2016
2443,Appliances,662.84,4,5/22/2016
2444,Accessories,95.1,5,5/22/2016
2445,Envelopes,26.88,6,5/22/2016
2446,Phones,257.98,2,5/22/2016
2448,Chairs,492.835,5,10/31/2016
2451,Labels,18.75,5,3/17/2017
2452,Phones,119.7,6,3/17/2017
2453,Binders,9.144,3,3/17/2017
2454,Accessories,57.06,3,3/17/2017
2455,Accessories,71.6,8,3/17/2017
2456,Storage,107.44,8,3/17/2017
2457,Labels,7.31,1,3/17/2017
2458,Art,59.1,6,3/17/2017
2459,Storage,46.53,3,3/17/2017
2460,Appliances,97.84,2,8/15/2017
2463,Binders,83.92,5,12/3/2017
2464,Binders,14.624,2,12/3/2017
2465,Phones,136.99,1,12/3/2017
2466,Labels,3.15,1,12/3/2017
2479,Art,5.46,3,9/13/2014
2487,Storage,85.52,2,1/2/2015
2488,Art,9.84,3,1/2/2015
2489,Paper,20.04,3,1/2/2015
2490,Phones,631.96,4,10/9/2015
2491,Paper,23.92,4,10/9/2015
2493,Phones,4548.81,7,11/19/2014
2516,Storage,264.32,2,9/5/2014
2518,Furnishings,129.93,3,5/2/2017
2535,Storage,1801.632,6,8/15/2017
2537,Chairs,181.986,2,1/27/2015
2538,Phones,,4,1/27/2015
2539,Phones,155.37,1,1/27/2015
2543,Appliances,143.952,3,9/26/2014
2544,Bookcases,173.94,3,9/8/2016
2545,Labels,14.76,4,9/8/2016
2556,Accessories,50.0,2,9/26/2015
2564,Accessories,15.02,1,3/17/2015
2565,Storage,33.82,2,3/17/2015
2569,Storage,478.08,8,9/7/2017
2570,Phones,164.388,2,12/27/2017
2571,Art,13.248,4,12/27/2017
2587,Storage,248.57,7,6/30/2017
2588,Furnishings,22.23,1,6/30/2017
2600,Appliances,121.94,2,4/23/2017
2601,Supplies,122.71,7,4/23/2017
2602,Paper,14.94,3,6/4/2016
2603,Machines,1349.85,3,6/4/2016
2604,Bookcases,136.784,1,6/4/2016
2605,Furnishings,61.12,4,6/4/2016
2624,Copiers,11199.968,4,10/22/2017
2625,Phones,2399.6,8,10/22/2017
2626,Envelopes,63.9,5,10/22/2017
2627,Phones,52.99,1,10/22/2017
2628,Accessories,60.864,4,11/13/2017
2629,Machines,652.995,7,11/13/2017
2630,Binders,11.22,10,11/13/2017
2638,Paper,19.04,4,6/12/2017
2639,Binders,13.128,3,6/12/2017
2640,Art,64.14,3,6/12/2017
2641,Chairs,858.24,4,6/12/2017
2661,Phones,1979.89,11,11/28/2017
2662,Envelopes,79.96,2,11/28/2017
2671,Paper,166.44,3,9/9/2014
2672,Chairs,785.88,6,9/9/2014
2673,Paper,26.2,2,9/9/2014
2674,Storage,1325.85,5,9/9/2014
2691,Binders,5.346,3,12/4/2017
2696,Paper,30.352,2,2/7/2016
2704,Paper,116.28,3,5/24/2014
2705,Accessories,132.6,6,7/11/2017
2712,Furnishings,45.888,4,10/9/2017
2713,Art,60.12,9,7/29/2017
2716,Phones,129.98,2,12/4/2014
2718,Phones,377.97,3,9/7/2014
2726,Phones,359.97,5,11/7/2017
2727,Tables,350.352,4,11/7/2017
2728,Binders,1.641,1,12/22/2017
2729,Phones,629.958,7,12/22/2017
2733,Phones,73.98,2,7/2/2014
2734,Art,5.58,1,7/2/2014
2736,Phones,377.97,3,11/13/2015
2737,Paper,42.28,7,11/13/2015
2738,Bookcases,299.97,3,11/13/2015
2739,Phones,89.98,2,11/13/2015
2742,Envelopes,46.72,5,2/25/2016
2747,Tables,700.056,3,5/12/2014
2758,Accessories,239.97,3,6/11/2016
2764,Binders,10.332,3,6/22/2017
2765,Binders,31.155,5,6/22/2017
2766,Storage,8.928,2,6/22/2017
2767,Appliances,34.384,1,1/15/2017
2768,Appliances,1924.16,8,1/15/2017
2775,Paper,10.368,2,11/11/2017
2781,Labels,59.2,4,5/6/2017
2784,Phones,23.988,2,11/5/2016
2785,Phones,23.976,4,10/9/2016
2816,Binders,114.6,5,9/1/2015
2817,Chairs,60.74,1,9/1/2015
2818,Furnishings,124.36,2,9/1/2015
2819,Storage,1088.76,6,9/1/2015
2829,Paper,108.336,6,4/23/2016
2830,Storage,55.92,5,4/23/2016
2831,Paper,78.304,2,4/23/2016
2840,Storage,120.33,1,9/3/2015
2844,Accessories,36.048,3,5/18/2017
2846,Art,50.94,3,11/17/2017
2851,Storage,64.784,1,6/2/2016
2853,Furnishings,14.98,1,3/19/2016
2854,Furnishings,20.32,4,3/19/2016
2855,Storage,40.29,3,8/20/2017
2868,Supplies,14.72,5,11/10/2016
2869,Storage,38.976,3,11/10/2016
2875,Fasteners,6.03,3,12/29/2017
2878,Envelopes,52.34,2,1/15/2016
2879,Art,4.66,2,1/15/2016
2880,Accessories,254.97,3,1/15/2016
2881,Binders,25.44,6,9/19/2016
2882,Supplies,27.93,3,9/19/2016
2893,Paper,11.56,2,10/23/2017
2894,Paper,26.4,5,10/23/2017
2895,Furnishings,69.08,11,10/23/2017
2896,Phones,35.88,3,10/23/2017
2897,Art,49.65,5,3/30/2014
2900,Copiers,479.984,2,9/12/2015
2901,Labels,12.6,4,9/12/2015
2912,Envelopes,41.4,5,6/16/2014
2913,Art,35.0,4,6/16/2014
2914,Binders,39.552,3,6/16/2014
2919,Fasteners,15.8,5,11/23/2016
2920,Furnishings,14.368,2,11/23/2016
2921,Furnishings,70.448,7,11/23/2016
2925,Appliances,19.9,1,9/2/2014
2926,Furnishings,70.71,1,9/2/2014
2956,Phones,39.99,1,8/18/2016
2957,Chairs,191.646,3,6/27/2017
2958,Binders,2.313,1,5/4/2017
2977,Chairs,188.552,7,12/4/2017
2978,Storage,22.58,2,10/3/2017
2980,Paper,20.736,4,6/12/2015
2981,Furnishings,43.296,2,6/12/2015
2993,Appliances,61.44,3,10/2/2016
2997,Envelopes,24.896,4,6/21/2014
2998,Furnishings,3.984,1,6/21/2014
2999,Accessories,95.968,4,6/21/2014
3000,Machines,206.991,3,6/21/2014
3001,Appliances,44.416,2,6/21/2014
3002,Binders,9.006,2,6/21/2014
3004,Binders,33.376,4,12/16/2017
3005,Appliances,207.48,1,9/8/2016
3007,Appliances,904.9,5,10/13/2017
3010,Appliances,243.88,5,7/25/2016
3016,Tables,344.22,2,9/17/2015
3025,Binders,52.272,11,11/8/2015
3026,Paper,17.94,3,11/8/2015
3027,Furnishings,254.352,3,4/22/2017
3034,Paper,20.736,4,9/16/2017
3045,Phones,1022.97,5,4/30/2015
3061,Accessories,119.976,3,11/7/2016
3063,Phones,83.97,3,11/27/2015
3064,Accessories,104.97,3,11/27/2015
3070,Appliances,663.936,4,11/30/2017
3071,Storage,2934.33,7,11/17/2014
3072,Furnishings,124.41,3,11/17/2014
3073,Art,57.75,5,11/17/2014
3084,Binders,3.928,1,1/28/2014
3091,Binders,447.86,7,3/3/2016
3092,Phones,479.95,5,3/3/2016
3093,Paper,166.44,3,3/3/2016
3100,Binders,10.776,3,4/14/2017
3101,Bookcases,242.352,3,4/14/2017
3102,Supplies,695.16,6,12/22/2017
3103,Bookcases,220.98,1,12/22/2017
3104,Binders,12.957,7,12/8/2016
3105,Paper,25.68,6,3/23/2017
3127,Phones,258.528,2,9/8/2017
3128,Paper,49.12,4,10/2/2017
3133,Furnishings,13.28,2,8/24/2014
3134,Binders,12.672,3,8/24/2014
3141,Appliances,206.43,3,4/25/2015
3143,Accessories,119.96,5,9/25/2017
3144,Art,10.608,6,9/25/2017
3149,Paper,32.4,5,6/7/2016
3151,Accessories,2025.36,6,12/15/2015
3152,Machines,1799.994,2,12/15/2015
3153,Phones,101.988,2,12/15/2015
3154,Furnishings,262.864,7,12/15/2015
3157,Tables,284.364,2,8/24/2015
3158,Accessories,26.0,2,8/24/2015
3178,Paper,18.76,2,9/10/2017
3179,Furnishings,20.94,3,12/5/2017
3180,Furnishings,58.68,2,12/5/2017
3181,Appliances,254.9,5,12/5/2017
3182,Binders,9.64,2,11/9/2017
3183,Accessories,826.62,3,11/9/2017
3184,Storage,1633.14,9,11/9/2017
3185,Storage,544.38,3,11/9/2017
3188,Phones,69.93,7,3/12/2017
3192,Phones,65.99,1,10/2/2017
3197,Phones,29.97,3,7/22/2017
3200,Art,18.704,7,12/18/2017
3201,Furnishings,149.232,3,5/18/2014
3202,Paper,15.936,4,5/18/2014
3214,Art,1.504,1,5/26/2016
3215,Appliances,34.848,2,5/26/2016
3218,Binders,931.176,3,11/10/2017
3219,Phones,430.88,2,11/10/2017
3220,Paper,94.85,5,10/2/2015
3221,Envelopes,51.12,4,10/2/2015
3222,Accessories,90.0,1,10/2/2015
3230,Storage,375.34,1,8/11/2014
3231,Furnishings,114.9,5,9/1/2017
3236,Tables,181.797,1,1/15/2016
3237,Storage,44.94,3,5/2/2016
3238,Binders,45.576,3,5/2/2016
3252,Furnishings,60.312,3,4/17/2017
3266,Storage,281.904,2,10/11/2014
3267,Envelopes,201.432,3,10/11/2014
3284,Furnishings,15.24,3,9/30/2014
3285,Binders,63.924,7,9/12/2014
3296,Machines,1704.89,11,10/1/2017
3300,Binders,50.997,1,11/18/2014
3301,Storage,76.792,1,11/18/2014
3302,Phones,539.964,6,11/18/2014
3303,Furnishings,60.312,3,11/18/2014
3304,Binders,1.944,3,11/18/2014
3310,Binders,25.344,6,11/5/2015
3311,Binders,232.4,5,9/17/2016
3315,Chairs,271.764,2,12/24/2017
3316,Binders,14.376,3,12/24/2017
3323,Appliances,68.94,3,7/23/2015
3324,Furnishings,128.82,3,7/23/2015
3342,Paper,122.97,3,8/27/2016
3343,Tables,244.615,1,8/27/2016
3344,Phones,59.97,3,8/27/2016
3345,Paper,81.54,9,8/27/2016
3346,Fasteners,11.68,4,8/27/2016
3347,Binders,29.0,5,8/27/2016
3351,Accessories,89.97,3,12/26/2016
3354,Phones,359.98,2,7/19/2014
3355,Tables,70.56,1,7/19/2014
3356,Binders,20.88,2,7/19/2014
3357,Binders,3.81,1,7/19/2014
3361,Paper,30.44,4,6/4/2015
3362,Furnishings,35.28,3,6/4/2015
3363,Paper,19.44,3,12/13/2015
3364,Binders,37.88,2,12/13/2015
3374,Furnishings,28.44,3,12/4/2015
3375,Chairs,364.41,5,12/4/2015
3376,Phones,39.96,4,12/4/2015
3377,Chairs,361.764,2,12/4/2015
3381,Furnishings,24.048,9,11/23/2017
3383,Envelopes,17.94,3,12/4/2015
3384,Chairs,384.174,7,12/4/2015
3385,Phones,1799.75,5,12/4/2015
3395,Paper,40.032,6,6/10/2017
3406,Chairs,281.372,2,4/23/2014
3407,Chairs,281.372,2,4/23/2014
3408,Binders,7.488,8,4/23/2014
3409,Furnishings,22.336,4,4/23/2014
3410,Paper,10.368,2,4/30/2017
3420,Chairs,271.764,2,9/6/2015
3428,Paper,32.896,4,7/3/2017
3429,Tables,215.148,2,7/3/2017
3430,Paper,30.96,6,7/3/2017
3442,Paper,108.92,14,3/11/2014
3443,Envelopes,16.74,3,11/19/2017
3444,Appliances,2504.74,7,11/19/2017
3445,Storage,84.784,2,7/29/2016
3446,Storage,29.9,5,6/12/2015
3447,Paper,70.88,2,8/6/2016
3457,Accessories,71.976,3,9/16/2017
3458,Furnishings,22.512,3,9/16/2017
3459,Binders,3.444,2,9/16/2017
3460,Binders,538.194,2,9/16/2017
3461,Accessories,47.984,2,9/16/2017
3463,Art,286.79,7,2/20/2015
3466,Appliances,61.96,2,9/10/2015
3467,Bookcases,361.96,2,9/10/2015
3468,Paper,278.82,9,9/10/2015
3472,Paper,10.848,2,11/12/2017
3473,Accessories,18.544,2,11/12/2017
3486,Binders,7.92,4,10/21/2016
3505,Storage,900.08,4,12/18/2016
3532,Supplies,54.9,5,5/28/2016
3537,Storage,40.74,3,6/17/2016
3542,Furnishings,5.352,3,9/18/2016
3543,Chairs,99.372,2,9/18/2016
3544,Art,2.672,1,9/18/2016
3554,Binders,7.476,1,11/23/2017
3561,Art,8.256,4,9/4/2017
3562,Binders,25.56,5,9/4/2017
3563,Binders,4.368,2,9/4/2017
3564,Paper,11.52,4,9/4/2017
3574,Art,11.68,2,8/7/2017
3575,Art,104.8,10,8/7/2017
3588,Phones,1169.694,3,9/24/2017
3593,Storage,465.18,3,12/5/2016
3594,Binders,22.428,3,9/11/2016
3595,Storage,37.52,5,9/11/2016
3596,Art,2.624,1,12/9/2017
3597,Paper,15.552,3,9/9/2014
3598,Accessories,64.704,6,9/9/2014
3599,Furnishings,17.472,3,9/9/2014
3600,Phones,135.516,1,9/9/2014
3602,Paper,12.448,2,11/17/2014
3603,Chairs,657.93,5,11/17/2014
3604,Paper,277.4,5,8/21/2017
3605,Furnishings,25.16,2,8/21/2017
3606,Furnishings,91.92,4,8/21/2017
3607,Envelopes,29.34,3,3/12/2016
3608,Binders,139.44,3,9/23/2014
3609,Labels,6.912,3,4/28/2014
3610,Storage,27.096,3,4/28/2014
3611,Storage,177.568,2,4/28/2014
3613,Paper,16.448,2,12/3/2015
3614,Accessories,36.784,2,12/3/2015
3617,Binders,9.555,5,9/5/2016
3630,Appliances,52.272,3,11/26/2017
3631,Appliances,213.136,7,11/26/2017
3634,Labels,9.216,4,11/10/2016
3635,Phones,41.958,7,11/10/2016
3636,Paper,89.568,2,11/10/2016
3637,Paper,22.248,3,11/10/2016
3638,Appliances,334.88,4,11/10/2016
3639,Furnishings,148.288,7,11/10/2016
3640,Paper,4.624,1,11/10/2016
3641,Accessories,178.92,7,11/10/2016
3642,Binders,69.888,7,11/10/2016
3657,Accessories,9.096,1,9/8/2017
3663,Accessories,258.9,10,7/3/2017
3664,Paper,24.56,2,7/3/2017
3673,Envelopes,8.872,1,4/8/2016
3674,Binders,121.104,6,4/8/2016
3675,Chairs,127.372,2,11/6/2017
3676,Paper,47.952,3,11/6/2017
3678,Fasteners,15.8,4,7/9/2015
3679,Machines,464.97,3,7/9/2015
3680,Furnishings,181.96,2,7/9/2015
3681,Labels,12.39,3,7/9/2015
3682,Binders,84.09,3,7/9/2015
3683,Art,79.36,4,7/9/2015
3684,Binders,153.36,9,7/9/2015
3685,Binders,43.68,6,7/9/2015
3686,Storage,98.21,7,7/9/2015
3700,Accessories,163.96,4,11/13/2017
3701,Furnishings,37.93,1,12/24/2017
3702,Furnishings,15.168,2,1/9/2016
3727,Storage,360.38,2,6/5/2016
3728,Art,11.16,2,6/5/2016
3729,Labels,14.94,3,6/5/2016
3730,Storage,41.96,2,9/18/2015
3731,Storage,636.86,7,9/18/2015
3732,Phones,499.99,1,9/18/2015
3733,Phones,1259.93,7,9/18/2015
3734,Binders,65.08,4,9/18/2015
3735,Paper,26.38,1,3/6/2017
3736,Furnishings,71.97,3,3/6/2017
3737,Phones,129.98,2,3/17/2016
3738,Binders,32.54,2,3/17/2016
3742,Envelopes,16.52,4,1/15/2016
3743,Paper,60.12,9,1/15/2016
3744,Binders,49.536,3,1/15/2016
3758,Art,111.104,7,2/29/2016
3762,Paper,87.6,5,5/12/2017
3772,Storage,,2,5/12/2016
3780,Paper,37.94,2,2/16/2017
3782,Phones,269.982,3,7/9/2015
3786,Binders,3.132,2,12/26/2017
3792,Binders,4.419,3,2/27/2015
3793,Art,16.032,6,2/27/2015
3794,Art,29.79,3,11/27/2015
3820,Binders,12.816,3,10/9/2017
3821,Bookcases,314.352,3,10/9/2017
3822,Paper,18.98,2,10/9/2017
3823,Binders,18.24,6,10/9/2017
3824,Storage,991.2,6,9/14/2015
3825,Copiers,879.984,2,9/14/2015
3826,Binders,12.96,9,9/14/2015
3832,Furnishings,76.14,3,11/14/2015
3833,Binders,19.96,2,11/14/2015
3834,Phones,1049.97,5,11/24/2014
3835,Chairs,611.058,3,11/24/2014
3852,Furnishings,85.3,2,9/21/2015
3862,Binders,40.176,3,5/3/2014
3863,Binders,10.896,3,5/3/2014
3900,Accessories,127.984,2,12/7/2017
3902,Accessories,47.984,2,11/14/2015
3904,Appliances,98.112,7,4/5/2015
3905,Storage,563.808,4,4/5/2015
3906,Binders,10.428,4,4/5/2015
3907,Furnishings,547.136,4,4/5/2015
3908,Phones,14.85,5,4/5/2015
3909,Phones,41.988,2,4/5/2015
3910,Furnishings,7.584,1,4/5/2015
3911,Bookcases,352.45,5,4/5/2015
3913,Paper,19.44,3,9/18/2017
3914,Furnishings,9.82,2,9/18/2017
3932,Art,5.472,3,8/26/2016
3933,Accessories,47.984,2,8/26/2016
3941,Furnishings,14.56,2,5/18/2017
3942,Binders,3.048,1,5/18/2017
3944,Supplies,835.17,7,6/23/2016
3952,Binders,17.248,2,11/28/2014
3954,Paper,12.7,2,1/15/2017
3965,Art,7.872,3,9/22/2016
3967,Art,88.04,4,4/1/2016
3973,Paper,13.48,2,3/29/2016
3974,Binders,29.8,5,3/29/2016
3975,Furnishings,414.0,8,3/29/2016
3976,Binders,41.328,7,3/29/2016
3980,Tables,53.316,2,12/23/2014
3981,Appliances,56.52,3,12/23/2014
3987,Storage,2591.56,4,4/8/2017
3988,Appliances,41.95,5,4/8/2017
3990,Furnishings,52.96,2,11/25/2014
3991,Supplies,286.344,3,11/3/2014
4011,Paper,8.448,2,11/21/2017
4012,Storage,39.296,4,11/21/2017
4021,Chairs,170.058,3,6/22/2014
4022,Phones,82.782,3,6/22/2014
4023,Chairs,853.93,5,6/22/2014
4035,Binders,18.693,3,12/12/2016
4036,Accessories,383.952,6,12/12/2016
4048,Paper,80.88,3,7/16/2015
4049,Accessories,599.9,10,7/16/2015
4050,Furnishings,276.69,3,6/24/2017
4051,Chairs,172.764,2,6/24/2017
4052,Art,4.224,3,9/29/2014
4053,Tables,409.272,2,9/29/2014
4054,Labels,55.44,11,9/29/2014
4055,Paper,20.928,4,9/29/2014
4056,Storage,1801.632,6,9/29/2014
4057,Tables,67.176,1,9/29/2014
4063,Accessories,39.992,1,3/10/2016
4090,Labels,20.7,2,4/1/2016
4091,Supplies,10.95,3,4/1/2016
4092,Binders,14.352,3,4/1/2016
4093,Storage,221.024,2,5/16/2017
4108,Storage,13.96,2,9/7/2015
4109,Tables,27.414,3,9/7/2015
4121,Accessories,19.04,4,9/4/2017
4125,Appliances,35.91,3,5/11/2014
4140,Storage,37.392,3,12/1/2017
4141,Furnishings,79.12,5,12/1/2017
4147,Furnishings,322.59,3,11/28/2015
4152,Labels,29.24,5,9/7/2017
4153,Paper,15.552,3,9/7/2017
4154,Envelopes,4.896,3,9/7/2017
4157,Accessories,47.984,2,12/5/2015
4158,Binders,26.064,6,12/5/2015
4161,Phones,539.97,3,5/14/2017
4162,Storage,22.58,2,5/14/2017
4163,Labels,16.52,4,3/14/2015
4164,Binders,671.94,3,3/14/2015
4167,Paper,19.44,3,3/8/2015
4182,Accessories,319.96,4,10/6/2017
4183,Paper,17.04,3,10/6/2017
4184,Storage,344.91,3,10/6/2017
4185,Bookcases,81.94,1,12/5/2016
4186,Accessories,98.16,6,10/21/2016
4191,Copiers,10499.97,3,11/17/2017
4197,Labels,21.93,3,4/18/2015
4198,Appliances,394.816,4,12/3/2016
4199,Binders,18.192,4,12/3/2016
4200,Labels,7.31,1,12/10/2015
4201,Copiers,799.984,2,12/10/2015
4202,Paper,41.28,6,12/10/2015
4203,Paper,184.66,7,12/10/2015
4204,Art,49.25,5,10/31/2014
4205,Paper,10.16,2,10/31/2014
4206,Furnishings,14.76,2,10/31/2014
4207,Binders,34.08,2,10/31/2014
4208,Furnishings,17.67,3,10/31/2014
4209,Chairs,1604.9,5,10/31/2014
4210,Tables,385.686,1,10/31/2014
4216,Envelopes,62.28,4,11/30/2014
4235,Paper,11.352,3,9/21/2014
4236,Labels,20.808,9,9/21/2014
4238,Art,9.408,7,8/29/2017
4246,Art,1.64,1,11/28/2017
4247,Furnishings,1049.2,5,11/28/2017
4248,Furnishings,20.9,5,11/28/2017
4249,Binders,88.08,6,12/1/2016
4250,Chairs,751.92,4,12/1/2016
4251,Chairs,887.103,7,9/19/2014
4260,Envelopes,47.98,2,10/28/2017
4261,Labels,13.05,5,10/15/2017
4264,Binders,11.673,3,11/3/2017
4272,Furnishings,207.76,4,11/24/2016
4278,Machines,9099.93,7,4/16/2016
4279,Furnishings,9.96,2,4/16/2016
4280,Binders,25.3,5,4/16/2016
4281,Paper,11.36,2,11/14/2014
4282,Chairs,69.264,2,11/14/2014
4294,Phones,53.982,3,3/10/2017
4303,Art,3.912,1,8/22/2014
4314,Appliances,16.78,2,9/8/2014
4322,Binders,14.952,2,2/14/2015
4323,Phones,323.982,3,2/14/2015
4324,Binders,2.286,2,2/14/2015
4325,Art,14.352,3,2/14/2015
4326,Accessories,71.976,3,2/14/2015
4327,Art,9.21,3,1/25/2016
4328,Paper,18.0,5,1/25/2016
4329,Paper,42.93,9,4/1/2017
4347,Chairs,631.782,2,9/18/2016
4348,Furnishings,60.72,3,9/18/2016
4351,Storage,16.768,2,4/11/2017
4352,Accessories,27.12,2,4/11/2017
4361,Paper,111.96,2,5/21/2016
4375,Appliances,103.968,6,11/18/2016
4389,Paper,46.76,7,11/20/2017
4390,Bookcases,183.968,2,11/20/2017
4391,Phones,1259.97,3,11/20/2017
4392,Art,68.97,3,11/20/2017
4395,Storage,25.984,1,7/20/2014
4396,Binders,27.36,3,7/20/2014
4398,Chairs,172.186,2,7/7/2014
4399,Furnishings,69.008,2,7/7/2014
4400,Envelopes,199.9,5,3/17/2016
4401,Appliances,901.95,3,3/17/2016
4402,Furnishings,971.5,5,3/17/2016
4404,Art,21.24,3,9/2/2014
4405,Accessories,34.8,3,7/5/2015
4406,Storage,38.976,3,7/5/2015
4412,Paper,19.65,3,6/21/2014
4413,Phones,617.97,3,6/21/2014
4414,Appliances,59.7,3,6/21/2014
4415,Binders,387.99,1,8/19/2017
4419,Furnishings,190.848,3,12/20/2014
4420,Binders,5.484,4,12/17/2014
4430,Art,70.95,3,9/14/2017
4467,Art,16.38,9,11/24/2017
4468,Envelopes,167.96,2,11/24/2017
4469,Bookcases,321.568,2,11/24/2017
4470,Paper,12.96,2,11/24/2017
4471,Chairs,128.058,3,5/8/2017
4472,Chairs,63.686,1,9/29/2017
4473,Accessories,239.976,3,9/29/2017
4474,Tables,344.22,2,9/29/2017
4475,Paper,15.552,3,9/29/2017
4476,Furnishings,21.248,4,9/29/2017
4477,Paper,8.448,2,9/29/2017
4480,Paper,24.9,5,3/24/2014
4492,Copiers,659.988,2,12/1/2014
4493,Furnishings,8.128,2,12/1/2014
4494,Paper,36.288,7,12/1/2014
4495,Chairs,909.72,6,12/1/2014
4498,Binders,631.176,4,12/2/2017
4524,Labels,34.86,7,11/2/2014
4525,Furnishings,89.34,6,11/2/2014
4526,Phones,269.98,2,7/17/2017
4527,Paper,99.9,5,7/17/2017
4528,Furnishings,39.08,4,7/17/2017
4529,Accessories,116.832,4,9/8/2017
4531,Chairs,408.006,2,11/14/2016
4532,Storage,40.44,3,11/14/2016
4540,Phones,105.98,2,2/27/2015
4541,Tables,493.92,7,2/27/2015
4551,Labels,5.76,2,4/30/2017
4580,Paper,65.78,11,7/27/2014
4582,Furnishings,25.632,3,9/19/2016
4583,Labels,23.616,8,6/10/2016
4597,Art,33.92,8,12/5/2016
4600,Chairs,150.98,1,7/16/2015
4601,Envelopes,137.25,9,7/16/2015
4602,Fasteners,11.52,4,7/16/2015
4607,Phones,45.99,1,5/28/2015
4608,Storage,535.41,3,5/28/2015
4609,Binders,6.096,2,5/28/2015
4610,Paper,45.36,7,5/28/2015
4618,Phones,589.9,2,9/21/2015
4619,Chairs,542.94,3,9/21/2015
4622,Storage,77.55,5,10/5/2015
4627,Storage,77.55,5,11/13/2016
4628,Storage,24.88,2,11/13/2016
4629,Art,140.75,5,11/13/2016
4630,Storage,36.63,3,11/13/2016
4646,Chairs,145.764,2,8/12/2016
4648,Chairs,434.646,3,4/26/2016
4653,Paper,11.76,2,2/17/2017
4654,Storage,166.45,5,2/17/2017
4657,Art,59.904,2,5/3/2015
4658,Appliances,23.696,2,5/3/2015
4659,Paper,7.968,2,5/3/2015
4660,Appliances,18.2,7,5/3/2015
4661,Accessories,27.552,3,5/3/2015
4662,Chairs,844.116,6,5/3/2015
4663,Storage,76.752,3,5/3/2015
4676,Furnishings,15.008,2,3/27/2017
4682,Fasteners,29.61,9,7/14/2016
4684,Tables,241.92,4,8/29/2016
4685,Bookcases,163.88,4,8/29/2016
4686,Binders,3.486,2,8/29/2016
4687,Fasteners,10.584,7,8/29/2016
4689,Binders,5.715,5,3/30/2017
4705,Supplies,65.17,7,5/17/2016
4706,Labels,14.62,2,5/17/2016
4707,Furnishings,173.24,4,5/17/2016
4712,Binders,0.852,1,3/31/2014
4718,Art,8.22,3,12/12/2015
4727,Storage,1117.92,4,11/25/2014
4728,Bookcases,275.952,3,11/25/2014
4735,Chairs,658.746,3,4/7/2016
4736,Binders,8.26,2,6/13/2015
4737,Binders,29.84,2,6/13/2015
4738,Accessories,67.98,2,6/13/2015
4757,Binders,1.908,2,9/21/2017
4759,Phones,783.96,4,11/3/2014
4760,Binders,48.896,2,11/3/2014
4761,Binders,7.856,2,11/3/2014
4762,Labels,5.904,2,12/30/2016
4763,Supplies,13.712,2,12/30/2016
4766,Art,25.99,1,4/24/2015
4777,Labels,8.67,3,2/19/2016
4778,Supplies,25.71,3,2/19/2016
4779,Appliances,100.94,7,11/7/2017
