sale_id,processed_by,shipping_comment,customer_notes,internal_code,subcategory,sales
5676,Victoria,Wrong seem option speak take.,Catch why food imagine make bill very.,5920, Phones ,57.41
9191,Drew,Well phone culture.,Imagine need reality.,2500,Binders , 99.588 
8317,Stephanie,Ok shake growth recent fly I.,Travel once letter around pull effect.,7035, Paper, 16.032 
9146,Lindsay,Tend for mission agency.,General white million article current exist.,6024, Binders,2.81
3165,Michael,Ever notice offer good.,Imagine up writer must wide rich.,7261, Paper ,38.52
379,Alexander,Data some imagine girl.,Investment me guy loss seven.,6463,Appliances ,missing
9638,Robert,Line painting able business impact.,Responsibility remain pass Congress task house interview.,7581, Tables , $730.20 
5875,Joel,Any your provide their natural.,Western own individual scientist.,2468, Binders, 9.54 
5983,Marie,Or identify both news move major.,Manager smile keep style wife weight.,6193, Paper,USD 12.96
4055,Stephanie,Strategy police entire west.,Win coach me home.,9169,PAPER,20.93
4934,Brian,Act sense story my important yes.,Nation wall go positive.,7170, Binders ,USD 1.08
3983,Anthony,Writer thousand way street sound fear.,Customer past world still ahead middle.,8282, Chairs,287.97
947,Craig,Early southern value movement.,Laugh mention meet full material.,4554, Tables,393.17
9209,Jared,Would send gas nearly that.,Whom southern medical value.,2075,Storage ,16.06
5832,Nicole,Positive phone star particularly.,Just later within attorney top.,5133,ACCESSORIES,519.96
8718,Juan,Say base understand safe mouth result.,Involve speak common in.,8926,accessories, $149.97 
7383,Steven,Body glass age away cause mention.,Hand else serious change down plant.,5636,SUPPLIES, 16.9 
921,Rebecca,Suggest board loss level music.,Give television strong say sort establish near.,4237,Storage ,24.56
2939,Shane,Former million or skin.,Case deal find pull and kind run.,7284,paper,189.70
1621,Kevin,Population few car onto.,Thus artist expect purpose agree prove government piece.,5674,FURNISHINGS, $198.46 
7967,David,Movement get I well whose.,Staff dog name point news cup decade.,3423,PAPER,USD 33.36
1735,Cheryl,Rate be me toward truth.,Whether bring interview.,7073,furnishings, $199.90 
7397,Bryan,Spring easy five.,Half walk rather executive manage create type.,8642,CHAIRS,866.65
130,Justin,Last factor show.,College move gun field build throw.,5550,furnishings,238.56
5215,Spencer,Their national speech.,Modern road state detail now.,1877,art, $35.40 
2245,Jennifer,Mrs want ago beautiful participant.,Government like stand church material other.,7121, Fasteners, 9.02 
2382,Christopher,Value property himself word brother.,Probably under despite here lawyer culture energy pull.,5938, Furnishings,USD 54.71
8980,Robert,Against include sell man total.,Would big including.,8869,binders,1.72
1141,Alyssa,Serious fact kid skin begin place.,Finally consumer despite believe able car trouble standard.,1233,BINDERS,17.38
7438,Erin,Up weight plant green.,Major message respond effect appear.,5311,BINDERS, 21.36 
3196,Christine,Tax decide information perhaps.,Relate involve fight president community.,5987, Fasteners, 23.34 
6948,Stephanie,Eat stage now another president land.,Country concern PM experience news growth price.,3098,Storage, 221.024 
7770,Lisa,Budget surface one spring arrive group.,On discuss activity rock.,2699, Phones ,USD 1039.73
4271,Lee,Example police what.,First tough prove left.,9989,Furnishings , $692.47 
5955,Glenn,Up goal plant.,Return audience feeling country much scene knowledge foot.,4259,furnishings,89.34
7621,Anthony,Result argue adult explain.,Ten act another mean natural home himself condition.,2794,PHONES,539.92
7187,Tara,Present middle if economy from dream.,Scene blue follow require growth.,3431,Furnishings,56.56
8719,Cindy,Safe list parent sound politics I.,Again news same whole.,2108,Art ,USD 11.26
9950,Dennis,Budget meet maybe behavior.,Me type thus responsibility throw.,6016,Chairs , $445.80 
8751,Ann,Six purpose follow career.,Lay peace center water always attack behind.,5749, Phones, $133.98 
5403,Alicia,Need young senior see story they.,Trade so kind different surface card.,3972,binders, 24.672 
3830,Marvin,Peace space job production.,Man social all here stay reality.,8233, Chairs ,476.80
1860,Barry,Save live half gas fire hard report.,Significant wait can at somebody quickly pick.,5753,phones,100.49
3978,Allison,Capital civil meeting voice.,Price rest before long clear off.,9802,Fasteners, 8.94 
5506,Dawn,Song still democratic.,Pattern room sometimes stay central provide.,1964, Phones ,USD 859.20
9118,Jeremy,Action take morning hot end.,South resource reveal amount.,5651,Chairs , 887.271 
2144,Jill,Only themselves series.,Agent want way between.,1100, Paper ,19.98
8152,Steven,Or this drug thing.,Yeah change point room any play debate.,2524,Storage, $32.48 
9472,Abigail,Structure news no what both.,Design shoulder government most both.,6574,Binders ,11.42
2598,Lindsay,Both girl past military resource.,Animal cost future remember author act which.,5491, Storage, 530.34 
9298,Laurie,Media film stay friend.,Worry set might thought land next policy benefit.,6406,Phones,244.77
7446,Nichole,Film four stay list fly morning guy.,Street relationship wonder notice impact thousand.,2231, Paper , $65.58 
6777,Melissa,Yet serious pick return discuss these.,Eat seven billion look company learn smile.,6560,tables,USD 170.14
2159,Zachary,Player theory by career.,Know life movement sit.,8385,ART, 17.856 
8767,Michael,Find only weight simple.,Standard foot become plant teach.,9793, Binders, 12.828 
9642,Tanya,Book spend down south plant black.,Maybe ready theory however reach mean through about.,1233,STORAGE,204.90
4156,Scott,Order dog story fight.,Fill yeah follow near write concern.,6057,binders, 2.808 
9212,Michael,Local gun several cost able price.,Serious myself visit major.,8002, Paper,19.44
6800,John,Assume season drive create them.,Huge base affect site similar town.,6073,Tables,35.45
2314,Mary,Quality every everything might.,Health least detail television gas.,9998,Labels ,
5276,Kristopher,Cell not moment management.,Its loss decide capital.,6599, Accessories ,USD 159.80
4012,Jennifer,Red realize cold.,End respond teacher stuff.,4541,STORAGE,39.30
5912,Austin,On try collection later deep.,Town ready up leave culture success.,9880,Storage, 46.53 
8340,Rebecca,Environmental forget lay look mission.,Mind rate song study everything key American.,9989,CHAIRS,USD 436.70
6664,Chad,Worry little let sister.,House perform detail sell other run treatment.,8271, Tables, $356.85 
5541,Dustin,Sea cost wait government cultural them.,Animal rich there beautiful.,3555,Binders , $1.59 
3798,Cynthia,Letter these side up seek pattern.,Child both nearly paper.,9340, Paper, $251.64 
8227,Carl,Case contain ready bed say table.,Western baby sport ask important.,1235,Paper ,40.99
6755,Willie,Market coach though natural gas.,Condition tough eat expert yes inside.,5155,Appliances, $275.24 
7037,Emily,National enough say including.,Entire network you camera trial issue big.,9401,copiers,USD 479.98
321,Danielle,Project great trip bed choose store.,Four article kitchen various many.,6579,Accessories , $360.00 
8489,Ross,Perhaps deal if lawyer skin site.,Lose enter kind lead him offer.,6008,MACHINES,"8,749.95"
3591,Larry,Inside mind prove measure spend.,American financial tree big our good.,2109,STORAGE, 1443.96 
5731,Annette,Movie ok not step under.,Visit far almost morning.,3374,Bookcases , 459.92 
3554,Jonathan,Seat make put brother bed.,Whole take decide five.,1581, Binders , 7.476 
9291,Eric,Southern stuff present detail as.,Check audience seek across win toward style treat.,7546,Art ,USD 9.84
3179,Kimberly,Lose live number run.,Drive last poor phone.,2209,FURNISHINGS,20.94
5931,Carol,Alone live hour.,Animal hear as kitchen attorney best.,9598,PAPER,USD 15.55
6855,Dale,And wish own key.,Audience necessary light woman create walk.,7749,Storage , $367.96 
3311,Alexander,Try upon type.,Join itself husband chance.,5195, Phones ,151.19
3441,Nicole,Take let able voice.,Whole film sometimes will require plant.,2242,binders,4.30
4995,Cynthia,Case help west set dog staff floor.,Worry community office important offer.,1597,FURNISHINGS,USD 20.32
9847,Ryan,Become true state eight into.,Treatment for pretty.,1212, Appliances ,43.10
5255,Erik,Recent do something.,Painting collection watch guess door best.,6695,Chairs,99.37
3535,Rebecca,Pass girl rate around.,Low fund may discuss eye military.,3384,Art,10.75
6454,Jon,Bar general tell draw.,Pattern operation someone old common finish decide.,9856, Art ,3.44
6242,Edward,School near tough born.,Follow type situation behind say.,9488,Binders , $487.98 
9600,Gregory,Right wife sport past call here phone.,Camera task last mean turn doctor.,2105,APPLIANCES,35.21
9036,Jay,Within up side example care left.,Change consumer ok long Republican reveal all.,4078,Accessories ,USD 108.77
6397,Krista,Natural left about.,Summer new course agent against south.,6432,Binders , $23.12 
1811,Charles,Front himself official perhaps.,Easy natural western industry.,5886,paper, 54.816 
8939,Laura,Station science policy tax.,President scene many paper start government.,3523,Art , $16.40 
9655,Andrea,Business major significant evening.,Herself pretty team as.,3711,BINDERS,4.94
7798,Amanda,Exist more report could down.,Focus fear me animal gun.,1992,Envelopes,USD 47.01
9291,Brenda,Mission system save well.,Job suggest our head high situation culture.,1223,art,USD 9.84
193,Suzanne,Push start start tax for weight.,Main follow out theory body few his explain.,1873,BOOKCASES, 626.352 
7298,Cody,Provide feel would machine must.,Note now move authority.,7017,storage,USD 77.24
199,David,Common war direction simple tree none.,Agree around idea current possible audience apply.,5542,Binders,2.95
8634,Emily,Many cost long list.,Worry leg simple product administration partner big space.,8833, Appliances ,
7355,Douglas,Apply yes upon method.,Cut number truth along continue capital.,7571, Paper,
4604,Frank,Beyond two important.,Fear just image quickly.,2009,Paper , 153.728 
2069,Carl,Bank someone hit look air picture.,Trip whom human trip.,1889,accessories, 199.96 
3900,Martin,Strong theory today view food agent.,Its compare tonight.,7519,Accessories , $127.98 
8431,Beth,Perform second majority particularly.,Prevent star relationship response various fall view language.,9249, Storage ,129.30
7943,David,Door worry camera political.,Nothing base such include city.,3047,BINDERS, $39.58 
5902,Anna,Wife professor see the.,Style talk street pull.,3013,FURNISHINGS, 31.56 
127,Amanda,Before hour professional guess should.,Step ahead skin this.,1743, Binders ,missing
6327,Michael,Conference market child.,Music structure sing apply trouble who born.,1358, Storage , $13.98 
6136,John,Gas friend society herself drug table.,Quickly middle garden national live your.,9123,Accessories,27.70
6802,Tina,Effect focus growth body organization.,Plant nature check instead.,3138, Accessories ,45.12
9242,Jennifer,During production billion believe.,Down different certain thought book.,9106,ART,6.58
1343,Sabrina,Success news group coach.,Especially nation recent national alone network.,2721,BINDERS, 28.854 
2694,Shane,Painting left behavior military.,Note all close.,7163,furnishings, 109.9 
1690,Christopher,Break on five sure sport event civil.,Budget itself trouble none rule performance.,8246, Tables ,853.09
8544,Justin,Loss certain into lawyer.,Growth five sing police.,4057,accessories,USD 199.98
1182,Kenneth,Their challenge though discuss.,Local eight billion learn.,4190, Art, $3.76 
2372,Christopher,Manager contain paper.,List nor development add.,5050, Furnishings,USD 60.29
7144,Patricia,Next effort to behind may.,Begin fight idea.,3073, Phones , 776.85 
17,Jessica,Daughter ground do wrong water late.,Short degree I stock.,1810,Storage , 665.88 
6941,Stephanie,Company wear talk consider.,Me population push center.,5920,Supplies, $28.40 
2194,Craig,Health continue campaign just.,May marriage treat catch outside send.,9697, Envelopes , $17.57 
8612,Alexander,Budget least nation everybody.,Hear cut above.,4758,ACCESSORIES,82.95
479,William,Standard for film language.,Dinner benefit require cut.,3362,FURNISHINGS,40.20
216,Theodore,Sure me six charge early.,Interesting them summer dog.,8332,Machines,1188.00
1986,Tiffany,Customer think purpose process.,Among process necessary responsibility.,7614,paper, 26.76 
7441,Kenneth,Statement alone almost operation.,Not toward interview guess test.,7227,Tables, $236.53 
8106,Stephen,Modern risk impact hot street.,Daughter owner window audience exactly with.,8710,Bookcases,USD 89.07
9616,Kelly,Every despite yeah enjoy father four.,Whether treat difference field current industry phone.,5133, Binders," $2,033.58 "
8379,Katie,Gas their special book man.,Half country population or attention.,9363,Paper , 15.552 
3798,Maria,Provide hospital human order follow if.,Policy action let foot set cost.,1618,machines,-
7906,Joseph,Series campaign raise.,Player eye professor.,5652,envelopes,4.46
6041,Kayla,Billion threat six other move upon.,Yard measure dog knowledge seven cause animal house.,8140,Phones,859.20
4019,Melody,Thank side consumer meet.,Current head early show less.,6491,Accessories,2309.65
7350,Susan,Various better discover special.,Statement listen station artist.,1975, Binders ,38.82
5579,Sabrina,Off court ever your talk indicate.,Require begin attorney each oil senior.,8456,art,6.56
2238,Carlos,Themselves experience us study act.,News since section debate.,9044, Supplies ,44.40
8738,Laura,Commercial read bill nothing deep both.,Poor laugh kid up executive.,6260, Binders ,missing
6549,Angel,World they his environmental drive.,Raise pay cultural explain use sing effort.,1541,paper, 17.472 
1645,Lindsay,Because perhaps actually rather.,Left tree available quality yard difference administration leave.,7944,Copiers," $3,149.93 "
2213,Lori,Read enough class and.,Black why sing age loss control wrong.,3855,FURNISHINGS, 27.42 
6692,Lindsay,Unit someone real situation actually.,Travel couple fund conference.,3513, Appliances, 155.88 
8363,Jeremy,Amount region free boy including.,Wall occur machine if bank stock cause.,8875,Tables ,USD 913.43
8387,Craig,Impact environmental tonight.,Specific wear stop allow.,5196,Storage,USD 16.24
8220,Jared,Stage political admit.,International upon time.,4883,labels,4.93
8449,Randy,Be check simple maybe.,Door believe meet already easy politics among however.,2386, Tables ,637.90
4781,Barbara,Not remember street.,Defense poor head since allow.,3251, Chairs ,683.14
3663,Douglas,Service design skill process.,Also buy list.,6061, Accessories, 258.9 
1803,Daniel,Action soon finally determine.,Often son or one eight phone officer.,2221, Binders, $5.61 
7091,Mary,Officer better available simple type.,Event some myself none realize one must their.,2877, Paper ,USD 106.32
5090,Tiffany,Wide ok news position.,Firm same real box computer.,9424,Paper , 7.968 
8308,Nancy,Information add each expert away glass.,Arrive me outside.,7379,Binders ,-
1354,Madison,Modern peace operation cold.,Cost never point provide.,4845,PAPER,-999
5883,Paige,Value prevent amount Mr.,Cultural everybody probably school.,1370, Chairs, 885.528 
9165,Rebecca,Your yes of bag.,Politics stand doctor suddenly.,9128, Appliances , 143.128 
9887,Sarah,Buy level note week answer.,Training raise where piece culture next.,3262, Fasteners, 5.94 
9324,Brandon,Most significant wind sense.,Political theory right pull other.,5224,PAPER, $211.04 
5709,Teresa,Thought team small well paper season.,Work then people condition hit increase near.,9789,Supplies ,357.93
9105,James,Begin put order material.,History report thus these sell star.,3800, Binders , 32.06 
8107,Tina,Network second senior mouth.,Program once find knowledge chair discover.,7033, Art ,175.44
3790,Keith,Tough rule set morning approach.,Must budget economy bring finally college rise large.,9184,fasteners,29.05
9972,Alexandria,State plan moment data road.,This bar know camera media PM which certainly.,4179,Art ,140.75
5603,Michelle,Lot leg already bill east family.,Later chair natural many drive we.,1462, Storage,14.16
6309,Corey,Nothing type write manage be.,Benefit body speech drug.,7870,Chairs, 650.352 
288,Robert,Suggest determine economy though small.,Song behind conference right college camera the.,5006,Appliances,USD 194.53
144,Joshua,Produce great part policy paper able.,Fund important cause eight each finally firm parent.,1250,paper, $143.70 
90,Patricia,Account million thousand ten may this.,Avoid personal stay there place perform.,3147,ART,USD 20.10
9436,Mathew,Wind whom eat road power under toward.,Economic performance here military morning.,2600, Binders,USD 20.70
8845,Tyler,Common camera thought space charge.,How always news process go.,5439, Binders, $7.24 
5808,Teresa,Figure coach step ball.,White people wide seem.,1075, Appliances , $87.17 
1366,Jeffrey,Seat man wish those dream.,Improve tonight owner can ask you.,1175,Envelopes,61.96
4714,Jimmy,Reach beyond nature material news song.,Page hard base moment option.,2095,Furnishings , $56.57 
8803,Stephen,Impact stuff wish.,Upon evidence trouble stop view provide design.,2425,bookcases,USD 341.96
1820,Erin,Total section culture rich role case.,Employee place become whole contain choice.,1404,FURNISHINGS,29.32
6241,Beverly,Factor key mention green.,Mouth face type teach letter.,2834,Binders,11.74
2722,Sean,Bank because change.,Budget stuff stuff prove trouble.,8959,Appliances,58.24
6107,Amanda,World would while easy light economic.,Book system start deep fly house generation.,2174,Appliances , 19.432 
3142,Brian,Respond moment once.,Class production leader follow send standard.,3040,storage,USD 26.40
5481,Gerald,Mind challenge many exist child know.,Customer beyond true.,7691,Phones , $103.19 
3677,Brian,Affect parent those ever.,Trip more item significant medical high.,5357,Furnishings, 44.46 
4387,Sean,Return yet side ability case think my.,Over study offer note eye imagine one deep.,6356, Appliances ,USD 43.92
191,Douglas,Home eight describe catch.,Catch also huge stay course approach.,5508, Phones ,USD 71.76
3570,Cole,Direction peace must technology many.,Accept reach one bill from federal tough education.,4690, Machines ,USD 2395.20
6469,Susan,Describe top husband job.,Less true to tax.,8740,PHONES, 629.95 
9734,Laura,College hard both him box while.,Officer our Congress financial ability statement.,9073,PAPER,20.12
2995,Cynthia,Go music thank.,Collection among a detail.,8526,Binders,55.36
5015,Ryan,Help heart ahead dark maybe.,Tell news free nearly everything.,6501,PHONES,N/A
3749,Mary,International well character someone.,After section speech.,1677, Appliances , $321.92 
692,Monica,Ability start white left course remain.,Receive year own where may such back.,6401, Storage,36.84
1552,Connor,Could ready lose impact.,Them interview be rest.,3196,Paper ,USD 111.96
6005,Daniel,Music worker project happy.,Thought her small write.,7605,FURNISHINGS, $19.76 
4175,Jeremy,Thus because billion form.,Peace fly study have medical nature.,5409,binders, $58.34 
9131,Susan,Anyone car me themselves.,Local short pay read recently accept.,6991, Art,18.66
8043,Kim,Different then sing little would head.,Likely will enough baby model girl.,4363,Accessories ,USD 63.88
2646,Jamie,Pull as technology who.,Deal listen area evening particularly.,6131, Furnishings ,31.96
9727,Daniel,Suddenly beautiful several action.,Huge across decision ahead.,4243,Appliances , 286.86 
5566,Marissa,Popular evening debate kid.,Into activity side order give but science.,2353, Machines , $209.99 
572,Robert,Today policy also and.,Happen training thought six song.,2763, Fasteners ,13.96
3399,Ryan,Region risk executive success.,Time people enjoy catch his.,9895,Phones ,36.99
1270,Mark,Hundred foreign lot.,Sign church card program her case notice.,6560,Paper ,12.48
4181,Donna,Ever hope factor site enough perform.,He budget some manage gas certainly.,6976,Binders, 4.24 
8023,Jacqueline,Look against real society leg.,Hotel Republican space house tonight American.,7852, Envelopes,87.92
7348,Raven,Begin political above possible face.,Quite subject start available leg.,3428,Chairs ,64.78
9628,Christy,Hot grow if particular they.,Course dog small standard fast see.,5419, Binders,-
5673,Jennifer,Discuss act authority which.,Little idea woman why.,5474, Envelopes ,15.84
9715,Jeffrey,Color sense cup else challenge paper.,Deep game spring mention.,3592,Accessories, 58.416 
9489,Sarah,Sister woman property guy score.,Trip bank detail career.,9672,Phones, 572.8 
1868,Brian,Speech wonder among try myself vote.,Under bed collection physical school happy thing.,1486,Paper ,31.10
1908,Joseph,Old expect popular single really want.,Choose poor car.,1766, Binders,27.02
2758,Jacqueline,Whatever information author policy.,Along evidence majority choice thousand value.,5320,Accessories ,239.97
4572,Jonathan,Court energy their what room.,World stop news positive their ask then.,1331,BINDERS, 127.96 
8275,Nicole,Radio lot teach nice. Bed unit inside.,Strong by ok against drug record.,2386,Storage, 1085.42 
9226,Patrick,Option oil people most actually blood.,Design several nor answer.,7331,binders,USD 4.14
2174,Charles,Gun painting theory husband less.,Do management late must able over form.,4247,Binders,9.26
6829,Kathy,Yes society force certainly.,Relate by believe.,1595,Binders , 34.37 
7826,Kendra,Occur beautiful certain environmental.,Red feeling specific recently section left budget event.,4998,chairs,90.88
1463,Lisa,Wide various space small bring.,Among suffer too list set according.,8065,Accessories, 159.984 
2548,Diane,Apply nice range color color popular.,Under song sort example allow happen others international.,4981, Art , $2.30 
8457,Laura,Read purpose fly figure.,Before clearly every feeling development meeting.,2658, Chairs ,106.87
1467,Betty,Ask economy product again beautiful.,Would central second only common until hand.,8964,ACCESSORIES,95.98
5409,Jennifer,Purpose power visit value for.,Tax cultural court himself team cut might.,3542, Tables , 1504.52 
4617,Mark,Ahead national bank.,Half event organization structure particularly radio indeed.,3686,ACCESSORIES, $134.38 
6684,Adam,School keep sort attack it end keep.,Large international standard his.,2014, Furnishings,USD 20.04
5604,Wendy,Them so investment deep.,Partner whole business resource.,1400,paper, $79.92 
4646,Albert,Security system any.,Little party sense several thank teach.,1270,Chairs,USD 145.76
597,Marcia,Station sea drive west.,Off leg measure community.,5864,Phones ,445.96
6025,Gregory,Likely money statement stay address.,Large interview care why military tax.,2308,Furnishings,21.20
2388,Austin,Wrong ready own head.,Memory official several.,4548, Fasteners ,7.86
2297,Richard,Hold though light miss.,Represent tax mother teach him approach really.,5009,Furnishings ,USD 259.70
7755,Colin,Mention drop public huge.,Notice range food leg radio career.,4401,Art , 3.008 
616,Robert,Military assume eat blood.,Along final pattern number place.,2438,Binders, 3.648 
6233,Brittany,Medical bill cup top charge artist.,Difficult son class world type.,2103, Paper,NULL
3893,Roy,Everybody truth will middle late chair.,Month big around.,7370,Accessories , $559.92 
2551,Stephanie,Black partner teach anything charge.,Support require off owner third.,3886,Labels ,USD 5.04
9796,Christopher,Hair top teacher dinner.,Capital man concern.,8965,accessories,119.80
1461,Henry,Run father ball cup.,Interest plan financial class.,6795,Tables,USD 136.46
5584,Brian,Put yes natural modern.,Experience statement soon certain management through information.,7697, Furnishings , $6.16 
6478,Krystal,Threat class office reveal in.,Argue paper develop none season.,2777,accessories,205.99
7494,Frank,Try me adult agent.,Nearly build rather model draw.,3233,TABLES,USD 512.19
1474,Jamie,Draw central middle natural.,Garden truth economy family.,1209, Furnishings , 6.688 
6361,Craig,Who sit success sister produce.,Democrat seven mother senior.,6330,ART,56.30
8803,Sylvia,Time science meeting body treat.,Husband yourself feel as computer.,5987,Bookcases,341.96
9823,Sara,Set seven community feeling.,Four expect parent crime age.,2561,Appliances,152.91
3570,Darryl,Camera even TV young join matter hard.,Star hour meeting discussion picture here.,9625,MACHINES," $2,395.20 "
6104,Danny,Southern star structure whole defense.,Modern who true real describe for pretty.,3568,Accessories,-999
1192,Brandon,Source spring everything ask.,Choice economy describe baby.,7371,PAPER, $223.92 
4531,Cody,Why threat course every bed.,Deal include happen quickly pick.,8548,chairs,408.01
9054,Dawn,Perhaps stand majority election look.,Method front season direction usually.,4284,Phones,USD 28.78
1910,Maria,Safe listen easy piece move individual.,Rise available create.,6191, Furnishings, $18.96 
1368,Ricardo,Thus approach on season.,Respond along light without wide cut.,6424,chairs,899.14
9901,Kenneth,Group get hard avoid should.,Plan during occur relate poor half begin.,2537,Chairs ,785.88
1653,Charles,Say truth tend happy.,Control impact attack suddenly include.,9328, Storage, 169.68 
2346,David,Show director night your view.,Play lot compare deal analysis.,2353,Paper , 70.08 
1917,Erika,Loss into might cause people crime.,Purpose take central student minute.,3107,LABELS,11.95
9549,Maria,Now hair itself mother.,Source light memory play notice.,4895, Binders,4.63
4400,Mary,Himself loss us its paper we.,Threat argue painting reduce.,8450,Envelopes , $199.90 
7687,Michael,Spend people television standard.,Member check throw job sea.,4696,Tables,INVALID
8532,Jennifer,With realize ago two level charge.,Eat rule dog close.,4551,paper, $13.76 
5061,Grace,Near piece Congress during also very.,Baby way away size.,1659,Storage,USD 584.82
5980,Stephanie,Teach decide tonight sometimes get.,Agent bit office from.,9536,Binders,32.06
2182,Dawn,Real citizen unit along popular.,Ever cup around upon.,3220,CHAIRS,442.76
4624,Paul,Federal white coach deep.,Need dark message last beat across.,3268,PAPER,177.54
5969,Tara,President evidence buy individual.,During sort character.,8956, Paper , $104.85 
6916,Lisa,Us but eight nor.,Lawyer herself imagine term discover surface imagine.,6319, Binders, 17.904 
383,Bobby,Day have back school consider around.,Rise film little specific financial industry.,9022,binders,USD 49.54
1284,Nancy,Maintain business campaign single.,Small across choose argue a college.,3765, Paper ,
2444,Andrew,Vote security matter step bank.,Six begin require need.,9032,CHAIRS,230.28
1016,Luis,Question seem side benefit moment.,Own war charge series relate leave ok.,2906,PAPER, $32.40 
1391,Shawn,Future act beyond.,At process offer must theory student himself plan.,8105, Paper, $122.97 
7089,Austin,Final word dinner baby personal.,Close decade leave work number parent.,4777,Art,79.36
8572,George,Something crime accept policy.,Never interesting fall guess.,7533,LABELS,27.72
6544,Joshua,Bed attack tree begin bank.,Citizen road others structure price head your.,8866, Storage ,USD 33.29
5608,Deborah,Method day condition eye.,Firm local fly ago whatever resource tell.,4241,ART, 11.05 
3716,Kathryn,All as if heart rock.,Say effect yard.,2313, Chairs,603.92
9275,Thomas,Book blue several action race.,Couple which total property perhaps analysis.,2322,BINDERS, $8.74 
5930,Brittany,Indicate my shake staff term red.,Fish coach help set seek.,2946,bookcases,87.21
5807,Alex,Meet where light force.,Compare of international give sister soldier.,5833,PAPER, 12.192 
6377,Blake,Should term south rest rule we base.,Respond state safe list hair.,7657,Furnishings , $19.30 
6366,James,Trip among listen Mr well read age.,Administration trial rise adult.,3321,PHONES, 41.22 
2602,Sarah,Your behavior risk among.,Executive family last write.,2224,paper,USD 14.94
5732,Daniel,Area tend throw join field allow more.,From beyond claim court company meeting eight.,2349, Paper, $27.52 
7038,James,Can table bring drop above.,Ball at attention administration.,5916,PAPER, 12.96 
9170,Leslie,Center return decide method body two.,Give try for.,2560,Paper ,45.68
1312,Michelle,Continue order half leave view.,Most indicate film dinner common walk.,7694, Labels , $3.69 
2646,April,High I even fire true should loss.,Bar size world recognize oil on appear.,3513, Furnishings ,57.69
2078,Keith,Rather manage in them three.,Federal significant put.,3024,appliances,USD 90.86
5616,Mark,Thousand marriage around standard.,Age present seem subject.,8647,Appliances ,"1,040.80"
2191,Jeffrey,Option offer economic suffer next.,Actually eye see raise number tonight training.,8979,art,95.23
1080,Vanessa,Town bit what again agency office.,Experience pass state boy.,5210,binders, $6.88 
1463,Nicholas,News red former woman since production.,Here worry past your.,9353,ACCESSORIES,USD 159.98
9104,Morgan,Agent peace deep from free.,Return interesting character popular employee response summer small.,6442,Furnishings ,64.96
372,Jason,Reduce money product.,Hair something prevent sense.,6752,Storage , $53.42 
4684,Raymond,Officer site which beat.,Defense help story.,1779,tables, 241.92 
6958,Adam,Would low some.,Heart movie inside national.,6641,FURNISHINGS,51.75
3262,Gerald,Recent believe anyone thus security.,Election field both wrong source dream manager.,5060,Accessories , 99.98 
7877,Joshua,Stuff decide us.,Whose newspaper hot sign ok agent.,5259,Appliances,11.18
805,Cameron,Wrong focus size.,Successful culture name laugh century national.,2582, Bookcases , 956.6648 
4536,Suzanne,Indicate rise customer could building.,Series career style medical current price least.,9808, Furnishings ,15.84
788,Janet,Especially my left look.,Control again seven do.,1356, Chairs,348.93
9901,Michelle,Agree or yard institution.,Growth coach green ok statement painting show.,2400,Storage , 237.096 
7911,Catherine,May difference soldier either.,To third would show investment election.,6738, Storage ,USD 48.72
9907,Melissa,Write set look three.,Account dark capital mean front service.,9701, Binders ,25.03
5312,Christopher,Memory message son example.,Kid upon money may difficult morning.,6073, Paper,3.49
5544,Jon,And partner read others.,Course history remain draw enter total.,9547, Binders,USD -45
5819,Kenneth,Cup team others item.,Southern determine start necessary explain when strong.,1056,Labels,93.15
5954,Brandi,Family foot billion air decide.,Certain feel provide.,1864,ART, 10.5 
1516,Devon,Class room charge image Republican.,Trip ready create leader.,4740,Chairs, 63.686 
9042,Jonathan,Thus would among media past expect.,Most north fight dog.,1823,FURNISHINGS,337.09
6449,Jeffrey,Animal agency world series.,Current participant race baby.,1938,STORAGE, 8.72 
1270,Michael,Smile card lot TV seat.,Politics movement throughout ability.,8669, Paper ,12.48
7081,Jessica,Free coach usually serve back.,Resource among write unit.,4232, Tables ,USD 472.52
1392,Darius,Meeting long interview stage key.,Budget hold morning lawyer hit over amount direction.,1022,Storage ,USD 154.44
6554,Timothy,Provide yeah care.,Require history girl thing relate into.,4675,Accessories , 319.968 
4207,Erica,Film walk always mother bring outside.,Inside court lose campaign water it woman.,1064, Binders , $34.08 
6125,Alan,They vote seat show peace stay poor.,Happen idea water court drop.,5350,ACCESSORIES,-50
8045,Barbara,Conference smile available or past.,Management wear TV song.,1340,binders,295.06
2775,Jeff,Leader back offer street in.,Paper seek door one customer.,6988,Paper,10.37
4483,Kenneth,Hard enjoy along chance a be.,Say key scientist build.,4264, Binders ,USD 43.58
6104,Christopher,Him put Congress.,Message across maybe.,3261,Accessories , $59.97 
5582,Tammy,Sea bit sport shake east.,Film bill get condition detail purpose.,3975,furnishings, $19.98 
9994,Paul,No professor she people also.,Power discussion paper many how score type.,7792, Appliances,243.16
7100,Teresa,Wish whether there.,Current carry together hotel family join growth.,9071, Paper , 212.64 
3969,Brenda,School crime ok suggest.,Likely deep nearly my information view radio.,8951,binders,USD 5.73
9948,Christopher,Whole tax glass activity.,Third us director sport probably.,3577,Chairs," $1,925.88 "
